Method,Arrival_Rate,Mean Waiting Time
FIFO,0.7,0.0
FIFO,0.7,0.05588708426466469
FIFO,0.7,0.03712939122923802
FIFO,0.7,0.006687747904047735
FIFO,0.7,0.01637733106629079
FIFO,0.7,0.015934141866251358
FIFO,0.7,0.017301528091223872
FIFO,0.7,0.012365764294233113
FIFO,0.7,0.009058626953485261
FIFO,0.7,0.005068629689185889
FIFO,0.7,0.015774489754268567
FIFO,0.7,0.003116952636725774
FIFO,0.7,0.00336681184939337
FIFO,0.7,0.0029580818712064603
FIFO,0.7,0.013695000535365081
FIFO,0.7,0.0837876280254867
FIFO,0.7,0.05266300003458708
FIFO,0.7,0.0337546773882071
FIFO,0.7,0.010670981575703056
FIFO,0.7,0.01558462266363728
FIFO,0.7,0.014509687345721008
FIFO,0.7,0.008767846122857829
FIFO,0.7,0.011871357962329089
FIFO,0.7,0.013259948434050425
FIFO,0.7,0.024205797187863882
FIFO,0.7,0.026322569531895126
FIFO,0.7,0.005053382752107478
FIFO,0.7,0.011943013967825261
FIFO,0.7,0.03373337095658435
FIFO,0.7,0.030508089392580144
FIFO,0.7,0.015327792579751765
FIFO,0.7,0.030834440455346696
FIFO,0.7,0.003394962719241765
FIFO,0.7,0.03856597079917019
FIFO,0.7,0.012456403126368873
FIFO,0.7,0.005579403970206504
FIFO,0.7,0.0029984714345602016
FIFO,0.7,0.015461721017310087
FIFO,0.7,0.03447065984170727
FIFO,0.7,0.003061319048344945
FIFO,0.7,0.02685299743146564
FIFO,0.7,0.011088812015468916
FIFO,0.7,0.007403333889258476
FIFO,0.7,0.01928887137545344
FIFO,0.7,0.0017961057764958762
FIFO,0.7,0.0051430523871279854
FIFO,0.7,0.00295688511675898
FIFO,0.7,0.040993457302421654
FIFO,0.7,0.011238809770111628
FIFO,0.7,0.016965247286506877
FIFO,0.8,0.01806385951594545
FIFO,0.8,0.01743891811577679
FIFO,0.8,0.004716619869643384
FIFO,0.8,0.016086377818117937
FIFO,0.8,0.03486926373110859
FIFO,0.8,0.006185623008851235
FIFO,0.8,0.011014488029259657
FIFO,0.8,0.020727995755067865
FIFO,0.8,0.03043772999458952
FIFO,0.8,0.01784997479940357
FIFO,0.8,0.04012989448497373
FIFO,0.8,0.05235535385396186
FIFO,0.8,0.002259656582917522
FIFO,0.8,0.037907345627172705
FIFO,0.8,0.04232041182625889
FIFO,0.8,0.044399399075808914
FIFO,0.8,0.021066874892871804
FIFO,0.8,0.01609976383974525
FIFO,0.8,0.01935225814434568
FIFO,0.8,0.004743101670645752
FIFO,0.8,0.008689391678442345
FIFO,0.8,0.04348569598239986
FIFO,0.8,0.005848712987709084
FIFO,0.8,0.021118209386119635
FIFO,0.8,0.022416861477914368
FIFO,0.8,0.00334287815351736
FIFO,0.8,0.01791045579514561
FIFO,0.8,0.021518254863407915
FIFO,0.8,0.03842372425202798
FIFO,0.8,0.014124222674546568
FIFO,0.8,0.006104585247697389
FIFO,0.8,0.03403837063207807
FIFO,0.8,0.06301710159237568
FIFO,0.8,0.007874517656592778
FIFO,0.8,0.025071774378583576
FIFO,0.8,0.040770543764084864
FIFO,0.8,0.08151679960789193
FIFO,0.8,0.00820661060102459
FIFO,0.8,0.047947170288462716
FIFO,0.8,0.012504795940019726
FIFO,0.8,0.018604880364559654
FIFO,0.8,0.00400611938742586
FIFO,0.8,0.03855171122342587
FIFO,0.8,0.016272995412339446
FIFO,0.8,0.019393834511633453
FIFO,0.8,0.036595873146139705
FIFO,0.8,0.017044673313089467
FIFO,0.8,0.07856189565901116
FIFO,0.8,0.04788321045312086
FIFO,0.8,0.005078716075136225
FIFO,0.9,0.025840712930542166
FIFO,0.9,0.03462838770450454
FIFO,0.9,0.011313498679032762
FIFO,0.9,0.02707735883224959
FIFO,0.9,0.021238463148476442
FIFO,0.9,0.025609265190143587
FIFO,0.9,0.0324350565388893
FIFO,0.9,0.04711846984522205
FIFO,0.9,0.046494478409880545
FIFO,0.9,0.06914854683196649
FIFO,0.9,0.04468285982637677
FIFO,0.9,0.03513986246808761
FIFO,0.9,0.04255561188168212
FIFO,0.9,0.026130009233187996
FIFO,0.9,0.08133704616945557
FIFO,0.9,0.03209289096685097
FIFO,0.9,0.024564625992404956
FIFO,0.9,0.009743866546763636
FIFO,0.9,0.03978813520062283
FIFO,0.9,0.03247634627711705
FIFO,0.9,0.032947779333882946
FIFO,0.9,0.02626612095104668
FIFO,0.9,0.05547804437056593
FIFO,0.9,0.028856872790532194
FIFO,0.9,0.04621614950641428
FIFO,0.9,0.017959056046305644
FIFO,0.9,0.04719191615853258
FIFO,0.9,0.05230023548099962
FIFO,0.9,0.05109053839129034
FIFO,0.9,0.03466915171356008
FIFO,0.9,0.03602474824093507
FIFO,0.9,0.08067211798076686
FIFO,0.9,0.03966898735842652
FIFO,0.9,0.04566035974529476
FIFO,0.9,0.008456760625721201
FIFO,0.9,0.016262752461321545
FIFO,0.9,0.026594602680782193
FIFO,0.9,0.05505941985207237
FIFO,0.9,0.03664413381667004
FIFO,0.9,0.011144250948730873
FIFO,0.9,0.07523447637163755
FIFO,0.9,0.050427504990802945
FIFO,0.9,0.015438171180567374
FIFO,0.9,0.04125347609005227
FIFO,0.9,0.014372208511010362
FIFO,0.9,0.027661747854064507
FIFO,0.9,0.02351327187712417
FIFO,0.9,0.04612325364573983
FIFO,0.9,0.018651279715523366
FIFO,0.9,0.050788398081797866
FIFO,0.95,0.04379235606264723
FIFO,0.95,0.019986967809405603
FIFO,0.95,0.020193648784587355
FIFO,0.95,0.03335845858879917
FIFO,0.95,0.03439908994941638
FIFO,0.95,0.031194614773676615
FIFO,0.95,0.03127869380883994
FIFO,0.95,0.03150893917206735
FIFO,0.95,0.1185075273409453
FIFO,0.95,0.05454916103496529
FIFO,0.95,0.050155584504490196
FIFO,0.95,0.05625200485951038
FIFO,0.95,0.010431622050794157
FIFO,0.95,0.02261028579247257
FIFO,0.95,0.06603265232296275
FIFO,0.95,0.021250266559002744
FIFO,0.95,0.04864711230577366
FIFO,0.95,0.04176395143890031
FIFO,0.95,0.023217138199365876
FIFO,0.95,0.03595003739498693
FIFO,0.95,0.06664956396920749
FIFO,0.95,0.04282644977398945
FIFO,0.95,0.07935315579018612
FIFO,0.95,0.046458802750300524
FIFO,0.95,0.03628806612743472
FIFO,0.95,0.1113470704304852
FIFO,0.95,0.073835716603374
FIFO,0.95,0.02885432103701299
FIFO,0.95,0.05258880970713048
FIFO,0.95,0.0447981023204302
FIFO,0.95,0.035413538885380715
FIFO,0.95,0.05903312510449169
FIFO,0.95,0.01189624524875314
FIFO,0.95,0.03759569135978499
FIFO,0.95,0.06271037564243935
FIFO,0.95,0.05146372470577049
FIFO,0.95,0.08441191277509488
FIFO,0.95,0.02045812075768051
FIFO,0.95,0.021513022490451256
FIFO,0.95,0.02429643283793776
FIFO,0.95,0.04311133961066285
FIFO,0.95,0.034666673885915315
FIFO,0.95,0.035566784082403935
FIFO,0.95,0.03343556737037539
FIFO,0.95,0.020384948891318797
FIFO,0.95,0.03809276881217296
FIFO,0.95,0.041778778253922726
FIFO,0.95,0.016329120721132073
FIFO,0.95,0.023553290081016462
FIFO,0.95,0.08230730656987809
SJF,0.7,0.08389489735121734
SJF,0.7,0.11093786378507796
SJF,0.7,0.08656039378319183
SJF,0.7,0.11581969098543679
SJF,0.7,0.06271774566922055
SJF,0.7,0.08126676785387515
SJF,0.7,0.08248720721363861
SJF,0.7,0.0963089371129121
SJF,0.7,0.0890900724948365
SJF,0.7,0.08082199219884659
SJF,0.7,0.08609864308437483
SJF,0.7,0.09919388711062087
SJF,0.7,0.08768877599720731
SJF,0.7,0.0923200128099615
SJF,0.7,0.1088858063940187
SJF,0.7,0.10034964214796759
SJF,0.7,0.07613092050000737
SJF,0.7,0.08664151997467878
SJF,0.7,0.10536218585643439
SJF,0.7,0.10937012026393042
SJF,0.7,0.09156160513596517
SJF,0.7,0.09739772400338748
SJF,0.7,0.11795608380897328
SJF,0.7,0.08172722445962399
SJF,0.7,0.07754751851780109
SJF,0.7,0.08213677436185951
SJF,0.7,0.08691109826695227
SJF,0.7,0.10565862108687198
SJF,0.7,0.0892380204663452
SJF,0.7,0.09177955370761096
SJF,0.7,0.09405718493375183
SJF,0.7,0.12438702676516794
SJF,0.7,0.08161442367774165
SJF,0.7,0.13023807448582547
SJF,0.7,0.08845379923870253
SJF,0.7,0.10224724356609079
SJF,0.7,0.06663489011293013
SJF,0.7,0.1084169950241964
SJF,0.7,0.0779915615768695
SJF,0.7,0.0994663325633684
SJF,0.7,0.10868938815618634
SJF,0.7,0.09085389999964699
SJF,0.7,0.08587849754304282
SJF,0.7,0.08952856723336687
SJF,0.7,0.08792860503883543
SJF,0.7,0.07940999957741145
SJF,0.7,0.08976584725611014
SJF,0.7,0.0946146594615274
SJF,0.7,0.09367268309530484
SJF,0.7,0.0960510113280187
SJF,0.8,0.11045188917943245
SJF,0.8,0.10998031465076637
SJF,0.8,0.12623853633773233
SJF,0.8,0.09286999756689299
SJF,0.8,0.12349676620647916
SJF,0.8,0.10222107418935016
SJF,0.8,0.11255162399678033
SJF,0.8,0.11249081276932905
SJF,0.8,0.12128616455350169
SJF,0.8,0.12146057366305829
SJF,0.8,0.09313430157548667
SJF,0.8,0.11126158815720587
SJF,0.8,0.100944233388757
SJF,0.8,0.08713953393906665
SJF,0.8,0.10870076605967709
SJF,0.8,0.1062490836198985
SJF,0.8,0.14886704897603537
SJF,0.8,0.11477346673607507
SJF,0.8,0.10609010953372537
SJF,0.8,0.12838558334109093
SJF,0.8,0.11860541957464649
SJF,0.8,0.10276361866320612
SJF,0.8,0.12283596952030927
SJF,0.8,0.10945118235507065
SJF,0.8,0.11441358165108084
SJF,0.8,0.11810860204848833
SJF,0.8,0.12986193776878135
SJF,0.8,0.11746508836794478
SJF,0.8,0.08941612779766082
SJF,0.8,0.14882499593144488
SJF,0.8,0.09300958706973766
SJF,0.8,0.12713793147134678
SJF,0.8,0.10536972002490441
SJF,0.8,0.10665843962789225
SJF,0.8,0.1482227177117202
SJF,0.8,0.11146484944846415
SJF,0.8,0.09575153852968497
SJF,0.8,0.12240807455157142
SJF,0.8,0.13554370778779426
SJF,0.8,0.13052100897988678
SJF,0.8,0.10320764768542148
SJF,0.8,0.1071781116340699
SJF,0.8,0.1184781278915341
SJF,0.8,0.12456096017111955
SJF,0.8,0.10655534820107569
SJF,0.8,0.15376191762781286
SJF,0.8,0.10820511434587382
SJF,0.8,0.09149174494588959
SJF,0.8,0.12402748158154779
SJF,0.8,0.08185593482123758
SJF,0.9,0.10893941050107206
SJF,0.9,0.10201685654055459
SJF,0.9,0.12145009282430576
SJF,0.9,0.09671192837301906
SJF,0.9,0.1336144134199591
SJF,0.9,0.13783194673381316
SJF,0.9,0.11568131834358307
SJF,0.9,0.11464564933080294
SJF,0.9,0.13110501710236103
SJF,0.9,0.11897655816628919
SJF,0.9,0.10937532970709624
SJF,0.9,0.10689272975635981
SJF,0.9,0.1177109316277725
SJF,0.9,0.1130143914490315
SJF,0.9,0.11540144183248965
SJF,0.9,0.13610234913838587
SJF,0.9,0.09559764711592829
SJF,0.9,0.11656863866168346
SJF,0.9,0.1405682413296229
SJF,0.9,0.12612998665134162
SJF,0.9,0.10663128806641532
SJF,0.9,0.1268417411695173
SJF,0.9,0.12575955284379933
SJF,0.9,0.10871616238066026
SJF,0.9,0.1377381625895349
SJF,0.9,0.09079048572546355
SJF,0.9,0.10496994286244274
SJF,0.9,0.11091529753667115
SJF,0.9,0.12323886451793964
SJF,0.9,0.13672744797416628
SJF,0.9,0.12264702232457667
SJF,0.9,0.11984085766374132
SJF,0.9,0.12025127318483858
SJF,0.9,0.13953796537149904
SJF,0.9,0.11060341427702133
SJF,0.9,0.11931520464494441
SJF,0.9,0.1093025164502121
SJF,0.9,0.11989693202818434
SJF,0.9,0.14217203961611963
SJF,0.9,0.13689516008230454
SJF,0.9,0.11167135087119542
SJF,0.9,0.13385470734447708
SJF,0.9,0.13338863436392256
SJF,0.9,0.14178384438849617
SJF,0.9,0.12385747610846261
SJF,0.9,0.12407307557307518
SJF,0.9,0.11545756453714251
SJF,0.9,0.12709836467322955
SJF,0.9,0.15525050201857127
SJF,0.9,0.14604516234226342
SJF,0.95,0.1319955322297809
SJF,0.95,0.09943527870522886
SJF,0.95,0.0967978730199234
SJF,0.95,0.10856625285961899
SJF,0.95,0.11718088218989318
SJF,0.95,0.12480603704325076
SJF,0.95,0.10199780952839217
SJF,0.95,0.17726024077991218
SJF,0.95,0.10020921876336591
SJF,0.95,0.14470687434525872
SJF,0.95,0.09569252481001367
SJF,0.95,0.13592826567749422
SJF,0.95,0.11199909952599381
SJF,0.95,0.1215257518194503
SJF,0.95,0.12910599240755313
SJF,0.95,0.1591519742988669
SJF,0.95,0.10705058486324662
SJF,0.95,0.1482526673336401
SJF,0.95,0.10530492763094199
SJF,0.95,0.13292577564090782
SJF,0.95,0.1276479982117418
