Method,Arrival_Rate,Mean Waiting Time
FIFO,0.7,0.0
FIFO,0.7,0.0
FIFO,0.7,0.00030540197130951205
FIFO,0.7,0.0
FIFO,0.7,0.0052147213742490175
FIFO,0.7,0.0008282134892520774
FIFO,0.7,0.0
FIFO,0.7,0.0
FIFO,0.7,0.0
FIFO,0.7,0.0021849805825637884
FIFO,0.7,0.002611235855797465
FIFO,0.7,0.0
FIFO,0.7,0.0
FIFO,0.7,0.0
FIFO,0.7,0.0010115940974287697
FIFO,0.7,0.015285970093877145
FIFO,0.7,0.0
FIFO,0.7,0.00014749616536502083
FIFO,0.7,0.0
FIFO,0.7,0.006887693332001323
FIFO,0.7,0.0018369473119043424
FIFO,0.7,0.0
FIFO,0.7,0.0034244105637703122
FIFO,0.7,0.0
FIFO,0.7,0.0
FIFO,0.7,0.0
FIFO,0.7,0.0020902143374923574
FIFO,0.7,0.0
FIFO,0.7,0.0003412456078778364
FIFO,0.7,0.0012476075485256626
FIFO,0.7,0.0014705992172769453
FIFO,0.7,0.0
FIFO,0.7,0.004134581247638683
FIFO,0.7,0.00032849571744121163
FIFO,0.7,0.0
FIFO,0.7,0.0
FIFO,0.7,0.0
FIFO,0.7,0.0007261140779218541
FIFO,0.7,0.002453592723497877
FIFO,0.7,0.0
FIFO,0.7,0.006522573212481917
FIFO,0.7,0.0
FIFO,0.7,0.0
FIFO,0.7,0.0009316359156566187
FIFO,0.7,0.0037345192173722564
FIFO,0.7,0.01191494451955748
FIFO,0.7,0.00163807353993932
FIFO,0.7,0.0
FIFO,0.7,0.004557911829522254
FIFO,0.7,0.0
FIFO,0.8,0.003884744818340154
FIFO,0.8,0.0019815416317597585
FIFO,0.8,0.0020242452938548125
FIFO,0.8,0.0007326729887574616
FIFO,0.8,0.004951334785013295
FIFO,0.8,0.007393429583100507
FIFO,0.8,0.0033002763348263095
FIFO,0.8,0.0019413450406187676
FIFO,0.8,0.0025292493651601577
FIFO,0.8,5.219847610562369e-05
FIFO,0.8,0.0
FIFO,0.8,0.0
FIFO,0.8,0.0007601292853607797
FIFO,0.8,0.005947361049891429
FIFO,0.8,6.546760490392175e-06
FIFO,0.8,0.007082118346043811
FIFO,0.8,0.0
FIFO,0.8,0.0
FIFO,0.8,0.0038159247261088324
FIFO,0.8,3.3445247414761437e-06
FIFO,0.8,0.009751082519731237
FIFO,0.8,0.002703647714410152
FIFO,0.8,0.00413895172517885
FIFO,0.8,0.004978656149463973
FIFO,0.8,0.001000861943190944
FIFO,0.8,0.0
FIFO,0.8,0.0019614250126303873
FIFO,0.8,0.003113783477695629
FIFO,0.8,0.005628557858866589
FIFO,0.8,0.002330007610374361
FIFO,0.8,0.0009736669845906159
FIFO,0.8,0.0
FIFO,0.8,0.0
FIFO,0.8,0.015080655882494515
FIFO,0.8,0.0015788351230351255
FIFO,0.8,0.0051819075851206155
FIFO,0.8,0.00551445586753323
FIFO,0.8,0.004806877390399084
FIFO,0.8,0.006243979958884634
FIFO,0.8,0.0007696489256446629
FIFO,0.8,0.007817780258700042
FIFO,0.8,0.0
FIFO,0.8,0.003947307841610753
FIFO,0.8,0.017824511506708975
FIFO,0.8,0.0003913205740514587
FIFO,0.8,0.001723604691669476
FIFO,0.8,3.5868935998093224e-05
FIFO,0.8,0.0006084296419744892
FIFO,0.8,0.0013464604855031356
FIFO,0.8,0.000490354358764262
FIFO,0.9,0.004680035092823416
FIFO,0.9,0.00617899056139739
FIFO,0.9,0.0063544940222377035
FIFO,0.9,0.004852646719641292
FIFO,0.9,0.005729984097718581
FIFO,0.9,0.005323171748094765
FIFO,0.9,0.004689058915864832
FIFO,0.9,0.004242872943996078
FIFO,0.9,0.00023224314606529856
FIFO,0.9,0.002715099320728753
FIFO,0.9,0.014705862757633806
FIFO,0.9,0.005304580633601401
FIFO,0.9,0.0028008274591510623
FIFO,0.9,0.005119571081471853
FIFO,0.9,0.00360553088378566
FIFO,0.9,0.0020513115542620773
FIFO,0.9,0.0
FIFO,0.9,0.011513551334210632
FIFO,0.9,0.008810781399224298
FIFO,0.9,0.0018796853882372055
FIFO,0.9,0.001384202058795604
FIFO,0.9,0.0027607915760853737
FIFO,0.9,0.0031930206432008875
FIFO,0.9,0.000714957266397423
FIFO,0.9,0.0037702310212248827
FIFO,0.9,0.00016620453547453362
FIFO,0.9,0.008680252639568535
FIFO,0.9,0.003205502396028663
FIFO,0.9,0.002915863989570473
FIFO,0.9,0.005841581181907355
FIFO,0.9,0.009757936197285032
FIFO,0.9,0.0059653218161053075
FIFO,0.9,0.002062481948058383
FIFO,0.9,0.008641509580578762
FIFO,0.9,0.006661286723261595
FIFO,0.9,0.0
FIFO,0.9,0.0006459686326047887
FIFO,0.9,0.0029498938443358693
FIFO,0.9,0.009929245546123254
FIFO,0.9,7.5044462104920035e-06
FIFO,0.9,0.019420652781865062
FIFO,0.9,0.005968565801063542
FIFO,0.9,0.00917651712251999
FIFO,0.9,0.004053248727355508
FIFO,0.9,0.005307782707944692
FIFO,0.9,0.0014283112549651862
FIFO,0.9,0.003155349229924872
FIFO,0.9,0.013276239952304026
FIFO,0.9,0.006193619593327618
FIFO,0.9,0.0026646114972705692
FIFO,0.95,0.0033121458198826165
FIFO,0.95,0.010979019866731079
FIFO,0.95,0.005422765260515723
FIFO,0.95,0.02197499458912235
FIFO,0.95,0.00900285828203866
FIFO,0.95,0.002959479525544208
FIFO,0.95,0.007790028337683635
FIFO,0.95,0.001240188016648258
FIFO,0.95,0.003862316490622155
FIFO,0.95,0.011945116177025787
FIFO,0.95,0.0032398071574841997
FIFO,0.95,0.005922856960009125
FIFO,0.95,0.005970081100514532
FIFO,0.95,0.011770211446864305
FIFO,0.95,0.0023535551726038806
FIFO,0.95,0.0018513500641657173
FIFO,0.95,0.012841091045665139
FIFO,0.95,0.010093590247927858
FIFO,0.95,0.003029714281302835
FIFO,0.95,0.00046400084029461997
FIFO,0.95,0.007167771266296661
FIFO,0.95,0.00876937865693875
FIFO,0.95,0.001910326524699941
FIFO,0.95,0.00436573219808687
FIFO,0.95,0.001974864217372689
FIFO,0.95,0.0017786386079825186
FIFO,0.95,0.006029976656449805
FIFO,0.95,0.0194006787310548
FIFO,0.95,0.003588637848993277
FIFO,0.95,0.007182602490072915
FIFO,0.95,0.0026048662377151466
FIFO,0.95,0.0015077189420603001
FIFO,0.95,0.014992806558363334
FIFO,0.95,0.003823215488256222
FIFO,0.95,0.004457374278516145
FIFO,0.95,0.009261100482086981
FIFO,0.95,0.002124443742756666
FIFO,0.95,0.011080901370034365
FIFO,0.95,0.0005605629445901996
FIFO,0.95,0.003874284991225645
FIFO,0.95,5.776054790034978e-05
FIFO,0.95,0.0033980403317088346
FIFO,0.95,0.0019303212624730377
FIFO,0.95,0.01032283337683561
FIFO,0.95,0.004053812629458701
FIFO,0.95,0.0024504638168796333
FIFO,0.95,0.0014794040782308273
FIFO,0.95,0.003020156282418505
FIFO,0.95,0.006258926797001772
FIFO,0.95,0.00333554545663398
SJF,0.7,0.0501065670217812
SJF,0.7,0.048733602667824914
SJF,0.7,0.05197515465217488
SJF,0.7,0.050195934623800696
SJF,0.7,0.05595029250359672
SJF,0.7,0.07521232896092556
SJF,0.7,0.056852906280179555
SJF,0.7,0.06317608806254804
SJF,0.7,0.06756680804913501
SJF,0.7,0.05094805245258014
SJF,0.7,0.05535947781313512
SJF,0.7,0.06219009595633059
SJF,0.7,0.05915255270561459
SJF,0.7,0.04472072368243619
SJF,0.7,0.053067176917392475
SJF,0.7,0.045637223267953275
SJF,0.7,0.06139018103115664
SJF,0.7,0.05848109453910241
SJF,0.7,0.05090718957767756
SJF,0.7,0.058610507917445834
SJF,0.7,0.05616348953240446
SJF,0.7,0.05574076765937536
SJF,0.7,0.05507972923111646
SJF,0.7,0.05494397417532245
SJF,0.7,0.0652821138647826
SJF,0.7,0.0575688576858407
SJF,0.7,0.046240551533726235
SJF,0.7,0.057364271706315494
SJF,0.7,0.045361555619082485
SJF,0.7,0.05589426249633914
SJF,0.7,0.057024568651570774
SJF,0.7,0.05382707197476088
SJF,0.7,0.05751854665808753
SJF,0.7,0.04545533379010246
SJF,0.7,0.05676991611476181
SJF,0.7,0.05400892621118982
SJF,0.7,0.05810253313034723
SJF,0.7,0.056199688089949136
SJF,0.7,0.04393901289264749
SJF,0.7,0.06613137576799033
SJF,0.7,0.06844409210085807
SJF,0.7,0.060847594962859464
SJF,0.7,0.05938690531320623
SJF,0.7,0.04733816738453034
SJF,0.7,0.06966038633409657
SJF,0.7,0.06105136458241712
SJF,0.7,0.0677751730928531
SJF,0.7,0.04980780347952001
SJF,0.7,0.06068604559458864
SJF,0.7,0.053970739453095086
SJF,0.8,0.0582611273359199
SJF,0.8,0.07384986244506322
SJF,0.8,0.06282700747342357
SJF,0.8,0.06818765907339726
SJF,0.8,0.0726687773195986
SJF,0.8,0.0534604376176159
SJF,0.8,0.0713305779990693
SJF,0.8,0.06452094834593221
SJF,0.8,0.05230647462314538
SJF,0.8,0.06464209733573413
SJF,0.8,0.059916294374183
SJF,0.8,0.06182887379474208
SJF,0.8,0.07085266756122234
SJF,0.8,0.06362216558557159
SJF,0.8,0.05798359849555545
SJF,0.8,0.0798930992893527
SJF,0.8,0.06689585877433336
SJF,0.8,0.04637131154223447
SJF,0.8,0.07479502780094269
SJF,0.8,0.07204347418713657
SJF,0.8,0.055936246142020744
SJF,0.8,0.04891638659564912
SJF,0.8,0.046487749758686144
SJF,0.8,0.06569294223911853
SJF,0.8,0.06526210922414608
SJF,0.8,0.06150844740255095
SJF,0.8,0.053147156525511705
SJF,0.8,0.0618366918478078
SJF,0.8,0.06786080795037767
SJF,0.8,0.059670540529720116
SJF,0.8,0.0730397128527645
SJF,0.8,0.07425551047356546
SJF,0.8,0.053665310590667176
SJF,0.8,0.05967860188109644
SJF,0.8,0.05218022546067577
SJF,0.8,0.059842810142358
SJF,0.8,0.07319419650472499
SJF,0.8,0.06064711788294894
