Mean Waiting Time,Standard Deviation,Confidence Interval
0.0,0.0,0.0
0.14043946229538437,0.41240853154593005,0.11431381275592283
0.16094196187456578,0.49949055325364455,0.13845171767895478
0.1675708861478793,0.4875286284482361,0.1351360412857432
0.16431809113789203,0.39011045301538566,0.10813310072166261
0.1654487836947087,0.32725672952966095,0.0907109374346272
0.17042608024194436,0.2829508424475363,0.07842997209934295
0.16009992612342544,0.24920040542637797,0.06907482824816008
0.1613833403048353,0.22307400609196454,0.06183295982631831
0.16472484010852922,0.2083366542025428,0.05774797429488326
0.16511661256201396,0.1904938338843507,0.052802196831828456
0.15977500968944466,0.1724093504268037,0.04778943376409018
0.1644431443397311,0.16564164800874664,0.04591352236112878
0.15922073110778442,0.15383740745883664,0.042641553813606126
0.15989379839149837,0.14261083915544479,0.039529707843507456
0.1604905724942331,0.1338646442214015,0.03710538629451041
0.16011229616787265,0.13389885963209744,0.03711487032248869
0.16354515175974785,0.13167822034810145,0.03649934051674583
0.16692961293166036,0.12670430369846203,0.035120641161475286
0.16380809940423888,0.12128944339627698,0.03361971846144495
0.1680253438849015,0.11825908272932645,0.0327797453392446
0.17595653496471453,0.11890750734988492,0.032959479474188404
0.18077931330531333,0.130090352056587,0.03605920588161393
0.1835041779526308,0.13002692375870237,0.03604162445442902
0.18550910465269538,0.1232506379321565,0.03416333385201914
0.18960570350251113,0.11957272863373782,0.033143869406662786
0.19697351785317868,0.11131454749564428,0.030854818380521776
0.1976647821679274,0.10638961949701213,0.02948969798652397
0.19743998686768435,0.10338779061788482,0.028657633472418096
0.19540262158195104,0.0996805980452621,0.027630052117569852
0.19254084914111305,0.09432088492669137,0.026144415436958356
0.19343561247504468,0.089771156793491,0.02488329513966621
0.1940024262905475,0.08949563424614841,0.02480692418592068
0.19406042694878956,0.08859957948322607,0.024558550477443337
0.20042729543476462,0.09345576053844323,0.02590461519093031
0.20326818114267511,0.09322877072648751,0.025841696825095004
0.20102081595327576,0.0910153574506326,0.02522816996662027
0.20601377146922462,0.09803705217189833,0.027174484444129152
0.20771739115896481,0.09842626530409528,0.02728236882020965
0.20865334150275858,0.09782609758657196,0.027116010816348936
0.21161507041030803,0.0962809276134912,0.02668771155125685
0.2121128654017479,0.09427231621079755,0.026130952875760435
0.21869680748179196,0.0979560509250131,0.027152032043993964
0.22243880163534338,0.10153758774083518,0.028144783400052494
0.22275081715598033,0.10794959390993282,0.02992210083297863
0.22373765729602865,0.11022550565001475,0.030552951381897883
0.22294652402210016,0.10929097287246492,0.030293912111913218
0.2242860600579483,0.11071499707489872,0.030688631482598185
0.22436853418371727,0.10693158736006678,0.029639923813775212
0.22555834643873676,0.10728070817375783,0.02973669516614242
0.22893632119387444,0.10740555268110319,0.02977130029805564
0.23265082951644103,0.11296646248470567,0.03131270585447971
0.231432286279842,0.10943774346919698,0.03033459484573061
0.23410594381428707,0.10577025250723335,0.029318018215905826
0.23607756908371846,0.10747408955253118,0.02979029774958247
0.23908248504479773,0.10626228362439982,0.029454402283391082
0.24034939544798506,0.10962580733075585,0.030386723488597937
0.24294527008753483,0.10852726029518958,0.030082221785743834
0.2427384472994352,0.10812665332460675,0.029971179198791862
0.24503988000742788,0.10822092358492466,0.029997309581803185
0.2455816218445462,0.10647013520459875,0.029512015802031968
0.24783970976215827,0.10322125428652265,0.028611471956483808
0.2504203605775214,0.10288424866060598,0.028518058762837403
0.25000409032273896,0.09991365907569238,0.027694653339308505
0.25098134166023095,0.10057585720845212,0.02787820529705259
0.2560972408494933,0.10026986794112386,0.027793389399380527
0.2609586272332819,0.10475455345229312,0.02903648080166377
0.26216804386170617,0.1055286781505314,0.029251057220518212
0.2615740477196906,0.10606142803529255,0.029398727954545067
0.26235820809370314,0.10779927876183529,0.02988043559964898
0.26506312819006456,0.11021246003005641,0.030549335320533652
0.26666530112838116,0.1109909709577589,0.0307651275401665
0.2709918938923996,0.11396474564879171,0.03158941583006859
0.27369559596392784,0.11267135366121951,0.031230905861971893
0.2727560384945243,0.11110080347797555,0.03079557156154378
0.2752186562834336,0.109439678101587,0.030335131098469987
0.2736352071817839,0.1091858486486922,0.03026477316372653
0.27332331187929143,0.10837870190631584,0.030041043501227323
0.27599039724254854,0.10882650043697126,0.030165166921258996
0.27759695187300615,0.11197280698208574,0.031037278601205885
0.27800429253240616,0.11243873362536012,0.03116642687769185
0.27703442983768795,0.11368609924652828,0.03151217898791586
0.27775353329126085,0.11373315256521607,0.03152522150243868
0.27686255995776926,0.1130699448805347,0.03134138971117877
0.27845117134489866,0.11182876274699913,0.03099735157628102
0.278089664856771,0.112820203042717,0.03127216480552855
0.27948258255264874,0.11582077633602342,0.03210388128900109
0.2828663594905091,0.11624695756033837,0.03222201269742226
0.28432013707832315,0.11590590928457115,0.032127478938407526
0.2841381602242044,0.11426004489838795,0.03167126860600117
0.28497963566992124,0.11381495000164563,0.03154789459505602
0.2854694112253494,0.11263056761170416,0.031219600545833365
0.2852063541027099,0.11134897933885762,0.03086436240053314
0.2864932873810801,0.10993297897048174,0.030471867123177777
0.2895009156417864,0.11033587606701578,0.03058354450065698
0.2917163923891098,0.11281980685196566,0.03127205498705512
0.29626635203255025,0.11349397298107479,0.03145892430413855
0.2974101004837905,0.11705960307624212,0.032447266542180844
0.2990667880328045,0.11813922526775679,0.032746522545894725
0.3016612347842092,0.1183203853751903,0.03279673756574984
0.3050679508953237,0.11902179765140364,0.03299115912950168
0.3079313023492524,0.12092626722328355,0.03351905116224685
0.31046273212542813,0.12219029338796585,0.03386942133952333
0.3110990736545183,0.12263631268613094,0.03399305158147019
0.3150330333756451,0.12592508913460695,0.0349046539038516
0.3159469142319983,0.12602284109819267,0.03493174936577129
0.3177722956236733,0.1266495143136637,0.035105454318828326
0.31847418132071065,0.12694242295540784,0.03518664445207173
0.3188852927032644,0.12841180772167524,0.0355939371295725
0.3242171102366973,0.13327001107617698,0.036940562395822246
0.3264526195741469,0.13529001681947303,0.03750047942139745
0.32740787224620205,0.13577065784224693,0.03763370631579323
0.32822476549286905,0.13827817308639745,0.03832875408075568
0.3282807933332969,0.1388553232634143,0.03848873194789688
0.33021349575866765,0.13849435317184958,0.03838867614327291
0.332879989252101,0.14089979281524156,0.039055429995235265
0.33411783389571637,0.14109009188756833,0.039108178206917595
0.33536344898067827,0.14388618425353236,0.03988321546905407
0.33619118036938245,0.14344416951027167,0.039760695233095195
0.33671666007127304,0.14517824387849,0.04024135612507598
0.3358541511511421,0.14416403945880718,0.03996023300259048
0.33570461368430426,0.14417212812693528,0.03996247506700747
0.33556828142710626,0.14461700029914984,0.04008578734186324
0.3366204715850845,0.14394721534019558,0.039900132423189225
0.33721967408532877,0.14140152640892653,0.039194503452001206
0.33755198616403104,0.1395283832916868,0.03867529466947062
0.33966023820777175,0.13852496813125892,0.038397162177071315
0.34107863707616815,0.13770222949720565,0.03816911066269629
0.34464078158664535,0.13699139652763362,0.037972077815970756
0.3463852234194544,0.13483522613986448,0.03737441787655736
0.3491021101273683,0.13290230656813776,0.036838639906188145
0.3500638538281243,0.13214914172999515,0.0366298732641426
0.3522173954715329,0.1333489625512332,0.03696244662819385
0.3511640729574279,0.13267107112642196,0.036774544711824085
0.35001014693690663,0.13357329459032707,0.03702462829697747
0.3528409202703824,0.1345418566079565,0.03729309999107834
0.35281981406993973,0.13506587419249685,0.03743835025497422
0.3562329686177517,0.136076508297541,0.037718483736732464
0.3580473164654562,0.13235513365983342,0.03668697131400227
0.3625069708304439,0.12957206739941982,0.03591554470411214
0.3652358758354006,0.12712201216255056,0.03523642404058156
0.36846707367668385,0.12782093480685686,0.035430155513576575
0.3693633023158211,0.12637653387413775,0.035029788001419655
0.37033699707812384,0.12548981096689632,0.03478400095136806
0.3724352659082678,0.12499608493839354,0.03464714707842943
0.3731302183536724,0.12517770667997014,0.034697490056740686
0.3730121526854607,0.1244099732826592,0.034484685216118964
0.37469852566773065,0.12533968505710713,0.03474238817222131
0.37865281400433626,0.1275163402110733,0.03534572619913358
0.3837475607001445,0.12660218690639366,0.03509233583082661
0.3883619758938239,0.12664621092083966,0.03510453866505334
0.3886228843771272,0.12587175179163654,0.03488986954666489
0.3889931040704734,0.12549820509595336,0.03478632768523479
0.38833990506016797,0.12661646440878582,0.0350962933525805
0.3884289521886389,0.1266193624072049,0.035097096636759424
0.390206369849002,0.1269133209285379,0.0351785777817777
0.3893208926874154,0.12719059018860557,0.035255432899589004
0.38798878621644867,0.12633162698855904,0.035017340447800305
0.3899468378530798,0.12336555449489332,0.03419518709808563
