Mean Distance,STD,CI
3602.3924281346112
3580.7919252376996
3503.639337014899
3537.2489995163355
3553.175493504809
3424.772417925815
3614.1492130123574
3459.3788797511243
3700.749307471277
3612.3567144335325
3710.5697959266545
3647.259023844592
3764.196358330008
3492.1654221615363
3555.275285137436
3600.6332456526343
3601.2687066922263
3535.0811295047743
3721.321136248908
3564.7221906994146
3724.788407037693
3644.2258801220223
3647.1798907562957
3543.7175929085442
3559.499638708582
3627.2508398030495
3768.0682101632815
3849.0417710243514
3511.1232154016357
3509.4023228747224
3590.6543365587486
3480.5096182316506
3520.5928910019293
3743.4123571029645
3657.712637936215
3681.21890065851
3628.6403854024406
3603.10948682987
3685.702584703426
3725.623317221104
3599.6637885367936
3567.73964855857
3612.023590323249
3588.475551977971
3709.1489867223167
3640.985718530864
3663.5434090151603
3677.9036434504555
3635.510728174887
3422.697964653707
