Distances (columns correspond to number of iterations)
1,5001,10001,15001,20001
6763.076085567838,3410.8226474851767,2998.8237346448063,2919.5715340775587,2805.0197113405957
6814.0185162893395,3409.3215306524917,2987.0317936244,2871.552054884565,2864.9614473451074
7390.4837419999385,3507.0280490479017,2950.6001133742643,2907.3316774203445,2778.718834144608
6539.876520594129,3294.006399058843,2983.492810052717,2930.9968822165506,2831.976761362567
6700.904725546559,3425.331326629717,3016.1592737928954,2875.667556564011,2774.391274205057
6203.7835445981855,3410.492439075402,2898.898437812395,2959.0937504822864,2925.89605018036
7412.791883881254,3466.1192270270467,3028.194913673856,2873.751530951826,2917.7914028256987
6988.500241523643,3370.921581735984,2998.7311485899004,2916.241693865219,2991.773062163498
7267.799292882348,3301.3477904282995,2976.4120210495953,2907.992869835747,2885.870668671435
6631.337213176367,3326.562493400608,2928.3277458423154,2828.592545631276,2926.7107190816714
7362.742737640189,3266.4780012037477,2942.846545032928,2829.781146097187,2846.8223217439677
6541.71673840653,3310.003623765215,2931.319604967911,2804.8140288829577,2963.3097559238854
6523.294045275183,3404.52968300078,2970.585614829082,2896.7194278945626,2871.237898856423
6796.775114285366,3271.8100949129803,2982.286494409484,2862.0027254083757,2923.5064764304343
7207.333276091303,3300.0663576032052,3010.0495135910323,2899.286173244296,2917.227710885799
6064.159205452516,3464.097503428299,3039.0800133917137,2862.315867405088,2850.2751517073093
7169.515382857442,3470.85325825619,2869.99273398768,2850.701558172774,2944.1509733555317
6924.289439062393,3322.465097091794,2961.982016234933,2887.535995397184,2902.6815005126155
6887.189574997934,3421.427689324097,2973.0863470181907,2853.5514656567807,2772.3361729258563
6999.453548843316,3547.2729554714942,2942.443975354893,2962.2512692347013,2822.455072469563
6668.8467794743865,3415.936610656025,3004.727480248327,2874.348095334763,2884.7363502226053
7009.371479838685,3416.672646767352,3016.4922747584187,2832.564695805681,2874.5835723354267
6596.031979069092,3414.829468516747,2973.898758551062,2864.9656728342597,2870.985446381367
7635.728971361035,3457.7603837904744,2880.9783868258232,2841.1179459201644,2847.292266007858
6578.23577458145,3354.9525945044375,2970.7807740371795,2924.84112672276,2854.4625252440737
7257.702756655528,3501.1575093700976,2963.4308851877877,2802.858562371697,2964.8407691909574
7329.379957117309,3457.3396656556693,2956.098826748266,2918.541730526652,2939.6394081182934
5910.584756449758,3388.7728130618316,2959.4064009287463,2906.6025393361056,2799.0813654165404
6858.810250413433,3444.3468714794135,3010.800497129735,2913.70022582777,2903.1028804284215
6345.283823458118,3364.543111860941,2943.3688432323042,2921.303668886019,2853.8414625965042
