Mean Distance,STD,CI
3638.0185459193144
3595.976753589927
3559.7271590490113
3487.17228561191
3645.8900521150044
3588.666380582184
3700.890212632365
3552.496152908669
3520.2575179310943
3470.8458454520355
3660.504515870674
3541.0290633640275
3551.189038696196
3714.266403935021
3518.4695511299606
3664.92253627609
3656.5270607127954
3574.771341122433
3526.9665798918263
3492.882650620215
3651.5653230317726
3550.9049972780326
3601.781637391614
3577.05834564401
3652.0898273096286
3524.325457529058
3688.6642872424895
3546.6090499555416
3456.646192188202
3503.805967002453
3565.9558475787744
3503.2707566284153
3602.169854640946
3762.342506288452
3519.173281036374
3552.561774458933
3605.3287569489353
3653.218160686061
3713.888780258252
3425.5768849498677
3462.367755769346
3599.7320581966146
3521.4432759824804
3733.052032501432
3626.676031847451
3728.1310477320376
3543.8951719089796
3598.18486266499
3552.274019604245
3614.7481026548526
3625.684021412163
3752.410141369314
3601.577818713414
3515.695279171708
3795.3416739009094
3581.378266573267
3819.923455507508
3607.913081461903
3571.4430419751147
3434.3307339643957
3597.349092501113
3559.0108307827804
3556.0190799435472
3464.055775307433
3617.6129746595047
3579.4920178982215
3666.427974114717
3581.403636662362
3727.052287854687
3726.603135360275
3646.496416307734
3766.3975830283716
3700.1639268340114
3528.601949968052
3651.2564259982673
3763.448600601924
3664.4462559480617
3545.1587708420006
3487.2306347880017
3623.401275017276
3759.594229251309
3502.802945969461
3681.8239290064785
3595.352850908163
3799.5638550178346
3548.6876956284596
3660.4281286715545
3599.067742071163
3542.755747807839
3594.070459377932
3609.3021286876133
3701.6229639082226
3713.6388073981643
3555.9710706627557
3637.055373437532
3585.645724799698
3583.3342688991083
3525.094766548805
3611.786083387613
3532.416691190961
