Mean Distance,STD,CI
3539.667008048396
3554.1577609122232
3505.0564695940293
3516.8471934673585
3715.06903589808
3589.1988964625793
3615.4403366119095
3789.7020207717683
3471.588820539674
3580.125064941062
3671.884895198242
3662.8510938266477
3507.0138715026105
3685.0413185300877
3385.7794663759964
3522.014888249895
3410.606625003884
3754.2519000610023
3637.5367508855807
3675.172804172117
