Distances (columns correspond to number of iterations)
1,5001,10001,15001,20001,25001,30001,35001,40001
2915.9942252415044,6921.918547657742,5365.085355827311,5114.044966682811,4687.22074839967,4460.815226660453,3835.9895370437557,3945.8633931575287,3786.113439994095
2950.5090073903007,7264.901998827388,6179.281607201477,5059.1990512527955,4326.055798347808,4373.509171887167,4231.317488215539,3962.6634390359263,3942.9651509367645
3146.2716272153393,7507.245513713563,5966.073205875254,5172.255409521208,4440.006836525057,4225.53132770924,4009.102106356193,4075.3189455734255,3732.8098564056572
3170.7917780208986,6989.209885663431,5674.60949118853,5151.013172815256,4862.600386188288,4406.559632037848,4101.663428266926,3736.819993576503,3976.286484559266
2978.562821357079,6896.511023552378,6108.459956817938,5097.320794527613,4713.248399695688,4408.956412262403,3993.7014956843614,3849.432496394637,3907.931577568043
2940.0659885201394,7128.854838754539,5737.935909203436,4768.938399646358,4646.9954566553515,4151.068432089074,4143.348521370283,4070.448577896438,3679.5409315196616
3188.620714240363,6942.979312486566,5904.198414828057,4717.446346281962,4715.803970150409,4559.650636514723,4102.54711145974,3810.4028283248053,3768.9325472751707
3074.149841520374,7206.703204282787,5937.15184972628,4998.899623290932,4638.055218272212,4070.0996309906495,4051.9781920113587,3884.603457166675,3856.404001918603
2874.547370900262,6791.309432965397,5831.480155322127,5384.431804929751,4634.111494510664,4370.225592613934,4174.189377231477,4017.784154968802,3768.3860745549146
3195.8855579524366,7037.478288418576,6230.605463378898,5148.3914294765955,4633.66124727014,4258.742514137715,4371.734043308015,3873.8686148140314,3910.588370729806
3029.1791845946113,7542.845619027869,5659.348180846811,5196.798326990922,4730.563474247572,4481.163463491692,4185.468144370353,3888.3672786424218,3729.177564285683
2918.3446981253255,7282.626976552709,6007.388384212776,5139.572545514376,4452.639769517604,4397.728512748063,4023.0611137844235,4000.0926096913468,3996.8800836122996
2975.0079573634507,7805.223531312774,6168.735834679863,5174.873587224514,4786.867342873052,4401.390646374184,4034.5675527171616,3965.7516843370154,3699.554650662283
2945.9105666402315,7898.660699729048,6003.980778433469,5316.231728341104,4557.512213381062,4319.1182339823,4206.564555659738,4080.5598220306288,3867.1720241474763
3005.952834405467,7260.442966804535,5819.678615921317,5229.082479531399,4716.796976917286,4436.291788412049,4152.136779209793,3823.4174243899834,3860.2291291955366
