Mean Waiting Time,Standard Deviation,Confidence Interval
0.0,0.0,0.0
0.18150972686350317,0.36503459138490735,0.2262507837709363
0.13304064504330948,0.2660848365153776,0.16492109030753827
0.0997804837824821,0.1995636273865332,0.12369081773065368
0.08448687620798341,0.1666128194581515,0.10326769538655527
0.1213994566983901,0.14421915076543743,0.08938795573226364
0.11896985406861864,0.12321463993570754,0.07636922504177819
0.10832277067976177,0.11494604321729515,0.0712442956997971
0.12069615932734885,0.11739373851455452,0.0727613929626519
0.1377407742216604,0.1414701483974587,0.08768410641216585
0.14825665090732232,0.12363641467566118,0.07663064373398283
0.14527645918239734,0.11312204648106465,0.07011377081008155
0.13896958324713762,0.1078114167408119,0.06682220839543225
0.12904318444377066,0.10011060125932533,0.062049193510044225
0.12575721964665224,0.1059120187719491,0.06564494933755026
0.12534433917413673,0.10498518183307762,0.06507048985125348
0.12451140913828573,0.10538554493712109,0.06531863747402845
0.1253295534782951,0.10884262911119019,0.06746136044441262
0.1348329516078769,0.10736772986499118,0.06654720842071077
0.1280913040274831,0.10199934337174163,0.06321984799967523
0.13135198651110105,0.09210562757772377,0.05708765941910559
0.15277255462029438,0.08297989498508836,0.05143147175827475
0.1639627583761266,0.08641792662520024,0.05356238584576841
0.16846475640799302,0.08691742452651309,0.05387197785247444
0.18547238882276224,0.09062406432946984,0.05616937700413794
0.2120507754174684,0.11372854468892869,0.07048968229387903
0.21893976809174212,0.11092412099976556,0.06875148248302908
0.21795865459020353,0.11553819775598535,0.07161131688533429
0.21817602103389871,0.11451584687963605,0.07097765724725623
0.2109034869994355,0.11069865198364819,0.06861173533901435
0.21130793175916573,0.10845985479887539,0.0672241144676956
0.2114594372394981,0.09630470906005886,0.059690277085809325
0.20653902589126724,0.09273884332826718,0.057480130607419584
0.20046434865917112,0.09001123028920051,0.055789538530730785
0.20516260390737676,0.09625205066449713,0.05965763907409992
0.21144640376352783,0.09479289661474327,0.058753246024260866
0.22014921567619136,0.10237980858981365,0.06345566278495296
0.22200549056721136,0.09923273304326184,0.06150508515259125
0.2166816130961811,0.09709306696498285,0.06017890637763715
0.2168873111203952,0.09618968077099957,0.05961898181360852
0.22716540076608505,0.09236453914871696,0.057248134473380126
0.23366966866909875,0.10494327362118804,0.06504451487241522
0.23744834230729692,0.10454888185921746,0.06480006832580135
0.24581527040210965,0.12275146797521329,0.07608214808645468
0.24322091943524987,0.11847288483263785,0.07343025478022257
0.24007027080822,0.11529644987358575,0.07146147999546486
0.24208026939776678,0.12481127003199056,0.07735882662804375
0.2538244255350719,0.15338322267311874,0.09506790634675175
0.25721665983736264,0.16447206500604075,0.10194084203051136
0.2576615074058025,0.15725356553136433,0.0974667697032849
0.2630792786644548,0.15467880941110906,0.09587091932642976
0.2646075289983853,0.14821786801234701,0.09186638635923315
0.2661261991997466,0.1431851075799389,0.08874704912589398
0.27356137193872665,0.13914606561355394,0.08624362497885275
0.2794453224113512,0.13831841442183246,0.08573064145555022
0.2821131007906217,0.137771609544625,0.08539172828140802
0.28749487211506836,0.12924881402365154,0.08010924488928917
0.30161280424377085,0.12516110508689537,0.07757565664150212
0.30903916866603093,0.1314377699447461,0.08146597382532979
0.30644572498551026,0.12881817298428683,0.07984233080777554
0.3081627803934183,0.12857845857875363,0.07969375427992566
0.30774154848192475,0.12789282844050998,0.07926879631754168
0.3145277400689316,0.12753614921763862,0.07904772424482855
0.30961324413035446,0.125543396886113,0.07781260355350308
0.3060370605361099,0.12449151869169553,0.07716064269407986
0.3045631458865012,0.11934971631635516,0.0739737205643101
0.3000174272911803,0.11756837726685733,0.07286963518275325
0.2960709928523005,0.11541858248870064,0.07153717857457459
0.29702776358455685,0.11536691216175099,0.07150515297413572
0.29515227481351214,0.11573044338474468,0.07173047196052405
0.3040273126254979,0.12083800177024462,0.0748961694454966
0.3072254145749924,0.12728894785933723,0.07889450725557627
0.30817223946002315,0.12849685402059238,0.0796431752507624
