Mean Waiting Time,Standard Deviation,Confidence Interval
0.0,0.0,0.0
0.2552123336485778,0.6772812807458729,0.4197832868955688
0.3356223788257312,0.6506420304865644,0.4032721085237542
0.48056577311150983,0.7697662090669251,0.47710603935102847
0.6007433782051628,0.8616669334032461,0.5340666984253484
0.7345838086854222,0.8364025388654311,0.5184076644582044
0.849660491200428,0.953147614944945,0.5907670122783018
0.946092898651275,1.1403116099120991,0.7067724582125113
1.1473126285124988,1.3746466381582843,0.8520148134768075
1.2442535015516873,1.5503202318816787,0.9608984349357527
1.376561974391328,1.652325377022111,1.024121878908918
1.5244418867974203,1.7068641447716342,1.0579253573749339
1.6308165079300132,1.7455841668811423,1.0819242757148861
1.7551880754230595,1.8104702951588683,1.1221411146807507
1.8187790003334143,1.8995486010464715,1.1773524206766972
1.866444256197332,1.9518024220448087,1.2097396744737872
1.9217929493971386,1.9717932749823948,1.2221301334936263
1.9408801132514053,1.990420320623157,1.2336752959933512
1.9666559104259023,2.0310509736584463,1.2588584356500148
2.0209663813239582,2.0760321050817563,1.2867380297477047
2.090863362761844,2.124541634013897,1.3168045472785952
2.1572413211663375,2.158389791953197,1.3377838529216977
2.217108951657213,2.1909256478069365,1.3579497853053626
2.288722613719924,2.199956261736032,1.3635470178077371
2.3425248834821106,2.19634061709069,1.3613060180390788
2.399109801220563,2.194838005418575,1.3603746896758422
2.448044965285363,2.2108432182976228,1.3702948233940377
2.5208505688736036,2.2122155064625626,1.3711453764106691
2.607268217086001,2.2083592708009356,1.368755256785188
2.69244320272849,2.2122632880806044,1.371174991764356
2.7554958216487324,2.195210588304621,1.3606056189411142
2.7790698264378086,2.126843437519695,1.3182312198722737
2.7911490797408853,2.072728266991496,1.2846902896841186
2.803404779210939,2.023484561617196,1.2541687248799425
2.7964373643108216,1.9710172709903173,1.22164916123631
2.7999073727559316,1.9214950096026733,1.1909549456263455
2.8017489957648776,1.8766224206438478,1.1631426268451368
2.825253859186086,1.841892501028847,1.1416167996532964
2.8297783571296757,1.8031363186934848,1.1175954689731609
2.843265711684809,1.7293832132256601,1.0718828206065278
2.8650109694706627,1.6565434146662923,1.026736245726459
2.872160859462895,1.5917552460268227,0.9865801227734229
2.879996330162568,1.5280988704365295,0.9471254924199544
2.8971002450833385,1.48684786884531,0.9215578567448236
2.922907139691564,1.4512206480415561,0.8994758765142705
2.939832968442524,1.4188803827526688,0.879431172418665
2.959880977146898,1.3958664908635863,0.8651670144445673
2.9697932140937624,1.3834221755523886,0.8574539479048479
3.001145483532887,1.3841025370587101,0.8578756403353345
3.0328049998619777,1.378545714685467,0.8544314861458581
3.0761625636956884,1.3900702702242622,0.8615744796725037
3.1084432881472956,1.4023337280146455,0.8691754495594652
3.1399597310881773,1.4072840115358465,0.8722436670736216
3.1837511822334768,1.426423194117322,0.8841062553378333
3.242245179069311,1.4386540718718046,0.8916870319093344
3.291906675909756,1.4427141113613373,0.8942034704560559
3.349915551153208,1.465312906407705,0.908210348741539
3.400102460683178,1.4851242237199063,0.9204895304278957
3.443021594666618,1.5093918180511285,0.9355307412261477
3.4919628758996657,1.5349539088890214,0.9513742892717049
3.549481009517538,1.573086452183827,0.9750090844698721
3.592457989269575,1.6108165125039728,0.9983944181358437
3.648280374666773,1.6525163180568052,1.024240225388329
3.705595969058544,1.692867213410291,1.0492499694373765
3.7659888308995244,1.7273581588606988,1.070627678907455
3.818661692133959,1.7571079141822594,1.0890667682906288
3.8739414686845004,1.7880049301891936,1.108216937213609
3.9197679664067344,1.8221235059319862,1.1293638495477754
3.9639216666776926,1.8518246452743097,1.1477728064348358
4.014152870574668,1.8899061583537413,1.1713759727778292
4.057463718504246,1.9259453169613205,1.1937132747044077
4.0993425166306885,1.9618186516739897,1.2159477979161004
4.137498334160741,2.0038334680716603,1.2419888509130248
4.181057333703511,2.0458327243026,1.2680202596186911
4.227866293437563,2.086045822435732,1.292944596065713
4.268682484903253,2.1243766708543776,1.3167023020530315
4.304568206565719,2.1534595110502384,1.3347280331587728
4.340804022616206,2.1844026994104775,1.3539068200028224
4.377320383874627,2.214032857068732,1.3722717819862953
4.411359433161865,2.244305543406106,1.391034987371016
4.441444353440735,2.270813538560052,1.4074648129856864
4.470198297322787,2.300016192558896,1.4255648054558878
4.505149966371513,2.3296644252179917,1.443940970440949
4.531550981591485,2.348692228447201,1.4557345250674154
4.554652858088641,2.3586129752033793,1.4618834676119086
