Distances (columns correspond to number of iterations)
1,10001,20001,30001,40001,50001,60001,70001
2914.5281528137134,5878.377651147389,4468.220450507276,4185.3090572969395,3703.022085934815,3700.795841086521,3331.633107315357,3429.121496546226
2932.8458730294115,5925.6332563300275,4797.87355554959,3949.097792970262,3877.535964695417,3582.0155565532045,3382.84649389418,3367.5467266544497
3127.3126374045273,6040.126400286259,4413.726875156896,4113.333089608753,3837.643177979906,3735.313584178937,3500.6425788333795,3281.9046847536106
2861.8609890177754,5747.854081392725,4520.875804511636,4008.531637825286,3788.5736329148326,3704.788562938102,3352.5418835747373,3304.4502435190457
3103.501793064183,5905.191433603004,4643.613665749609,4080.087890795398,3703.6432272563893,3668.079454090157,3442.234661651356,3354.95564397497
2969.730340091446,6046.511507464619,4523.634949812194,4175.088975917591,3851.4760941630852,3670.7721077040155,3505.6363095106844,3329.4472238024314
3017.284168079453,5692.026922961905,4881.332373158224,4151.501671016792,4028.838748655852,3589.137365328992,3473.180681793301,3560.069976866273
3229.5256519997815,6068.658970205821,4761.10955974743,4221.796522510968,3857.5732556184334,3510.4538673674947,3405.032567164271,3386.7594995189306
3342.4741425916277,6072.612283881105,4771.093410895288,4177.475440342971,3823.288266680538,3482.633577236624,3403.7631860565602,3525.899947442584
2966.3024928528275,5799.21343265587,4744.151530097002,4072.062709815333,3780.614497362815,3690.119588034751,3399.642916269766,3341.7572666995775
3040.9557701617846,5568.088079166621,4535.51545050599,4175.2964993018695,3877.34608854239,3546.707972787361,3349.219615686431,3419.4234064494976
2829.677370329475,5827.653899680292,4645.836566369795,4091.661220702598,3755.0918595557164,3702.9628270421754,3513.797297895497,3351.111675235112
2973.131310231352,5506.61895924554,4671.487193708968,4207.24802799166,3781.7631658788973,3822.806498918396,3591.280625656155,3261.1627336156166
3246.133349225253,6022.174186805687,4682.83646602126,4208.051730101142,3818.267789495052,3554.4647813924635,3271.280957005045,3213.67004643735
3040.9557701617846,5819.760558875294,4680.402451858802,4110.768459857916,3895.890283473652,3547.090563582703,3372.6277890599413,3253.2550782724284
2950.5038932333828,5676.300761138742,4661.8449091559705,4170.1673935757335,3888.4709711040587,3381.84156411176,3438.49443583278,3331.545672526159
3010.6800105111106,5934.664277432467,4761.324484398283,4079.650232431262,3650.3690811698475,3493.0939491301374,3596.019714594427,3359.844954502145
2953.099677343608,5838.765015483682,4644.200015051219,4175.144470160859,3692.28553053567,3686.2563813051197,3484.8299233708085,3372.0915387163536
3136.3930686273206,5662.644143237724,4582.84732475223,4072.2114538822025,3924.938278975301,3617.6332885763277,3335.941741575933,3288.5935388362727
3040.4787421965693,5808.326565545562,4491.70812537468,3874.704753707437,3852.8734008813262,3755.7378828695955,3458.911442945287,3322.0770828652776
2940.1568944130986,5904.162940531522,4445.271775680477,4350.204538150996,3872.3835914719275,3711.4043861832242,3469.7105695228215,3249.7013626281287
3109.7344715785644,5936.366703687057,4665.247142578616,4017.952266564691,3709.4084897330868,3681.130744455274,3474.538124764629,3346.4084712451026
2992.829952088326,6097.614818852438,4590.182605390033,4158.477502721062,3648.6851732969117,3579.9972170774295,3520.705304210932,3406.0142855798804
3079.1368519816683,5536.602291313136,4484.684383786693,4121.219761020429,3790.7815599700893,3507.0335915529604,3415.9580942312346,3320.8396305882793
2818.621642239474,5717.079334623228,4718.853626243994,3993.0316760945266,3901.155795129705,3521.4091395408477,3386.4020634146445,3388.457716907204
3072.8186565793617,5714.6723269609865,4727.957759977756,3949.555248516101,3797.51692645609,3588.1228915617853,3454.2140046507857,3398.066717561814
2963.14209713795,5895.392034573765,4392.726499002365,4045.4294146791817,3914.2231098922534,3558.2391509366194,3558.488949818433,3281.0798349080237
3241.532896731386,5899.467275445132,4870.730297762543,4094.5222443156313,3915.832721263205,3608.3777489860695,3365.7381703063406,3485.237914262384
2994.494785842871,5841.225807555408,4806.501008444005,4129.12552052788,3961.8242817113182,3750.80476061896,3413.5110257426163,3424.310519518432
2876.398939622102,6081.522088725054,4472.64777983944,3930.536559988455,3789.974209556008,3549.4774995577786,3420.3157083576975,3238.0476634011857
3241.2898750257405,5976.587827933138,4611.094196682458,4016.6000669092696,3818.674076734301,3692.235736680899,3596.0060773933374,3429.7079293688507
2920.14615286763,6349.839530554325,4630.387890855059,4065.180868264786,3743.0728636106305,3557.4231419721305,3545.9887045987048,3382.9879371520615
3029.4333441012395,5648.910631038037,4589.988731102617,4076.254951618271,3774.366314022908,3666.657587380791,3496.6685158734963,3265.4256310260107
3102.488279263335,5926.128167628809,4955.572406413815,4196.112193800422,3885.0192820432635,3792.5636117480776,3534.169458339936,3095.971755485838
3241.143034003179,5565.291227845262,4981.959527780197,4238.666770823291,3937.724950815061,3696.798321329738,3445.8188739625743,3160.7632517922584
2941.6193682898574,6019.454729701885,4517.8427828530375,3973.7550556867477,3763.924110035341,3544.2862483692215,3457.5965802597652,3517.810061883468
3136.326776642205,6235.54312959658,4762.670489591604,3984.7372755705524,3876.3711561081273,3709.815517006445,3369.1646222572945,3413.7437226114484
2901.218084802168,5927.677035319091,4633.295812036991,4276.981809554566,3835.629363780657,3878.509437310273,3530.8979714213574,3223.4734821344623
3258.338278159851,6010.0521418298995,4670.552172643331,4038.5127197411443,3786.715553338078,3727.9485903866826,3566.997235129799,3333.528164645136
2994.621642239473,5866.713825703492,4879.142830068951,4238.15568794105,3867.448530786659,3726.806398517052,3456.2471996042245,3186.9089647581545
