Distances (columns correspond to number of iterations)
1,10001,20001,30001,40001,50001,60001,70001,80001,90001,100001,110001,120001,130001,140001,150001,160001,170001,180001,190001,200001,210001,220001,230001,240001,250001
3030.302857476125,31396.607770116294,32706.27975628305,32901.84383162152,31664.30650535534,32397.726475229323,32382.28988686258,32816.23657166626,32864.27720397139,34016.99175369094,31708.551136153146,32374.577170791854,33611.369360156576,32490.042041722638,32414.10155689175,34227.11161508828,33758.494039006466,35187.978374963626,31259.55904618709,33579.86541834278,31710.47514626019,34121.265876461686,31508.00108588618,31997.316115391106,32217.857295624726,31453.53673885675
3278.7173368649323,35377.196602461125,32901.180289484066,33133.768350580365,31966.244989112947,33824.58001113735,33384.7567651108,31182.372580164792,31965.056123153907,33146.04719732091,34040.439982782314,32504.58006953317,32744.992086090242,32687.611913649467,33821.206115648434,32538.190553936827,32865.757080097836,32270.941938470263,31929.882755163155,31418.751265940587,32905.08175354276,32028.45091237524,32150.67420128235,32842.22147385513,32624.87006954527,33371.04710972326
2961.811582340792,33200.40854948623,33818.24780509939,30546.949511340226,33707.61488142866,33033.15395875701,33827.04033321129,33511.90809590945,31835.604954147868,34023.179542458376,32085.911030686704,33232.00613488934,32628.20498387213,31764.61163330943,33332.38494298383,33722.72574228411,33033.674374587186,32684.00358341715,33142.6494915832,32786.37851549698,33990.270682088645,32615.551547268886,32162.804414573486,32865.94131806789,32083.990449951318,33417.73231657057
2935.1644991908106,33620.405636098476,32751.660309237464,34558.58440214922,31263.97087805327,33518.17171556264,34736.67310351335,34729.945829729426,32271.992505629063,34851.04729609738,32922.97002948059,32524.842921437605,33057.80493023938,33355.342598179464,33129.245902721894,32290.708240448213,32468.03373351138,31959.860360176775,34242.83509688464,33815.51973223411,31429.023598119908,33223.392922241386,31555.581397835245,32411.399595053845,32595.4632791537,31360.230553319943
3160.786672936145,31872.40635114159,31319.120228897114,33591.177786333654,34206.58956211486,33453.12972451459,33774.46780392844,32871.35822715616,33956.529262852986,33378.42563704789,32531.524794532965,32958.654109517236,34430.48247343213,33191.94549924657,34831.07157726388,33477.84662307027,32391.615797149785,32822.46561003308,33944.96305227559,32943.531499271325,33847.341303162335,32019.032543803736,32244.043879929963,32565.95782296945,34308.87873266087,32892.1615317336
3123.111354193278,31533.301751079653,32459.65139080541,33315.78897777152,33660.24847204238,33246.2459412494,32440.745036630367,32880.37436873417,32458.958274229928,33129.913262023365,33175.16678927691,35156.89806283664,34083.3044693734,33326.05067042172,34475.057633285265,31689.978828777083,31917.460629215308,31915.363353322555,34085.784829314834,34991.236659032984,33295.55266908142,33519.8982032415,33543.51047568789,33097.35581384987,32888.20623214468,34655.09561593359
2948.5342487674448,32485.158601969346,34331.95293551399,35407.97600403338,33474.67110004903,34604.83110036564,32322.19736462291,32831.60310940198,32311.7744260376,31807.174580854014,32977.271289426564,32066.67200779549,33164.74878414939,32815.17416506653,32638.735628922772,31249.473851624723,33545.11867525727,34024.09167422465,32952.644574468075,34283.16875510771,32599.252155957587,35648.3322363077,33914.02194964226,33310.19751769686,33154.97315304533,33267.653228133306
3292.9392790970865,32352.338304276585,33638.13689279209,32727.589374458927,31879.04805758612,32235.146932566513,33886.32838620218,31089.25857564103,31917.297309869144,33568.57055053504,32253.914745029335,33805.12197811137,32879.340098909466,32137.165391301034,33231.19274656763,33772.5505871423,33450.28727668565,33623.78622832075,32671.558589952885,32983.72254641233,32904.979218146385,31450.96207990069,33601.38869816918,32644.346954490782,33094.0854668609,32809.25685423393
3077.126320567198,31869.67681637241,31627.99130711377,32644.22852662871,32329.145947825295,32540.12363847596,32643.27456469542,32047.523895321934,34602.82394467083,34501.934393909716,32050.02835587731,33273.00910321439,33288.51598082264,32079.11435223294,33228.294992898765,32785.010523862875,32492.987034639547,32333.87923909466,33054.56607607431,32948.48199345442,31935.74071222623,32922.299468666104,32366.182008971373,32681.118809663894,32862.39796756638,30504.669594398903
3229.1049361678524,32106.82577610854,32910.53621979284,32388.342105505137,32982.320713657195,34506.37901210933,31144.868915680225,33566.093914409525,31402.53830671764,32061.172791407356,31781.24922222932,33004.270373492975,33560.7406231243,33331.28159110226,32658.479758401783,33019.22649693115,32397.376249474906,32336.549777438264,34424.577673947955,32700.16965115526,32810.24376550364,31490.182399142654,32492.996300554707,33432.429637055575,32760.339959763794,31358.12740201552
2910.252295543917,35977.08389258672,34979.14169279951,32957.77873365877,32844.597238853545,34602.00720892389,31861.163072981006,33482.29650878584,32487.324852208647,33447.85033066867,32436.000200046154,33421.93344144732,31146.756067138955,33467.90092937915,32092.098434233092,33515.74585025099,33062.28783279718,33176.196666556396,31472.663023376273,32531.136406250153,31463.81655152814,33829.51573376905,34736.72219593671,33957.97274005574,34095.29487128539,33597.18341359211
2824.733098419474,34315.62421404142,35131.71897001088,32526.29992666371,34118.678763950345,32340.825798797166,34128.79063685758,32532.203912333367,32810.21084987058,33139.419605760115,31821.845212874192,33118.715006078106,34467.33654669056,31925.592102898623,33273.56438707119,33384.24790522368,32978.78046737054,30686.47675628184,33167.25290041565,32680.365523938704,31406.160981529563,33314.370255269234,32373.592886250957,30467.277032524853,33558.15750569403,33565.36751253027
3101.344500129186,33667.755569902365,31953.19162672215,32425.200624571495,33928.651403927855,34749.61319546856,34098.3958373781,34125.78531191933,34087.57447671371,32584.71462915359,32127.30366599584,32087.09424830674,32245.95102790222,31369.615623820224,34137.24946541952,32471.75974932053,33711.22426442971,32366.83478025062,32763.87168871963,31337.514999404728,32360.217008251853,32843.3359709862,33187.06503976757,33463.0048635071,32412.25337706294,33167.67398169813
3098.756753535815,34640.25926877588,34045.2822012335,31926.528679604544,34062.00553008661,32606.734409089855,31239.93953911649,33849.87572091883,31364.685688821588,32382.902339878485,33143.7268107036,32337.84767554493,33621.4182001698,31991.15008563387,33084.48680041322,32520.24668782844,32795.60523483875,34165.455548995604,31656.808062527754,33288.27821235531,33096.02795861024,32151.183673630156,31882.96916802471,32354.26033027702,32283.419886448486,31724.45161563758
3014.0009068442055,33060.06385958536,32748.776310139183,33336.96427900541,32264.014827355597,33600.480487547284,33620.38012629418,33774.038957483135,33843.07984988297,34410.20293295012,32534.83488690044,33765.93193449966,33814.23409179364,32071.655911621045,31900.7072250246,32863.81645908784,34076.73157188766,32373.22364904768,32838.85062277393,33162.959836065136,31908.84715475251,32820.06090401911,33460.41350971473,33343.21225097151,32825.220746503095,33314.68025915137
2829.935350738459,33333.3384447199,31815.838568606443,32062.50157067217,33061.65701165722,33259.63506407338,33637.394026095724,30794.79271572421,33774.138720289586,34722.58437400577,32751.959170704085,35070.932182497156,31828.47961680844,32967.275314135375,34111.22100040336,31766.23528143274,33508.90487201882,35082.64257721557,32148.327848887177,32856.493363196554,34241.90432068849,32087.119194629562,32287.04293199666,34032.29495089406,31479.865222978937,32903.946661316186
2896.14958096513,32763.35198930078,32418.392434383106,32790.753917183116,34287.987071273645,32458.73387315669,32626.592035297104,35487.69158058848,33073.562277465186,31498.320640297872,31993.249492087845,32804.88001950069,35163.56977349499,30948.264248578787,32891.11086586261,33830.88886130914,32532.92247245382,32558.762189860063,31794.849572353825,30348.043222957996,32048.169934209538,34632.34177905975,31597.412347954254,32589.932526174056,32852.509694072396,34704.002914515
2860.3104626468985,31666.374834321236,34227.239530491715,32909.74909278128,35424.25946344804,32495.14489469266,34085.86323388056,33535.86904945613,33055.69914984728,32649.69068352372,32158.25721878281,33227.910543729784,33751.34224895801,33469.48907980772,34045.612402667066,33014.05378946651,32379.34765139297,32674.40045150299,33342.948717231986,31900.26516143591,33967.93674320158,33448.60755783805,32723.378319622625,33405.15591236409,32907.752912917065,32651.635192142377
2960.338454433619,33284.37997661006,32903.90215976486,33532.085612425195,32984.30092069325,34130.74871439176,32064.887756163156,32715.677330698356,34135.666595128576,31611.63142049264,30952.64732629063,31515.17894346504,33472.907448179714,32254.158591193715,32929.1403938175,32133.521084886623,31450.605161736403,32649.876740225285,33272.366131203766,32888.18973990315,31625.887356954114,34894.2485002545,33664.72047860598,32566.60631509385,32343.21910535577,33818.299862739055
2952.9770862157584,33133.49185929363,33769.74167329421,33283.291195260426,31655.9271464576,31624.9707459954,33749.749208060224,32649.921356204388,34433.929745730085,32865.66627235031,33587.34065263985,32020.64874409441,30934.145821389844,33326.895720209934,33208.1834572102,32237.249870316373,33666.2077342624,33170.29885977033,32653.30656736278,33135.38626475324,34294.449260062655,31899.87807794829,32912.41599619018,33357.14571809792,31677.46822577773,34144.18956510903
2954.7482783004293,32946.45475770709,33076.29140964168,33562.80754207146,34278.30238407786,33418.56855526137,33337.22362633935,31806.532715701258,34358.42652065728,32676.145400414516,31461.293955457433,33113.26062751578,33776.31562067311,34044.45033427654,32733.87458159709,33956.90820621702,34045.73527107516,31939.743191185004,33191.09964758279,34552.72241492858,32815.94797812162,33765.94627088402,32017.36452832834,33902.84185253377,33518.39785011873,33242.76556766047
3061.704225271423,33061.81469022443,31436.4811805957,32736.762282489333,33893.841918971164,32114.821170498708,32482.957102766693,31120.205377279028,33984.137325573734,32594.19052708349,32183.174931588415,33697.33848428966,29920.795371538035,31295.874084216324,33565.89414726486,34224.44719331086,33797.339418876065,33189.93868793721,32024.586064772175,31824.335732339645,32436.468462295346,34053.44873453346,33781.26734915837,32839.80844192455,31531.424151927265,31461.148706470223
3253.2718146642587,32227.992442766827,33430.68121980416,33602.709362428046,32240.175406208615,32467.19911428536,33614.01961016806,32923.22646065144,32497.68434242276,32820.542438244694,32558.564937266816,30943.588115840197,34010.033525263345,33982.94412095798,31768.66948302236,31820.074984988118,32733.271620497806,33287.09261241925,33850.01563062492,34356.56237908808,32605.48178093292,32947.343842528586,32879.439763712966,31907.912011138444,30912.71101333883,31233.114289962825
3186.142684323146,33164.96379191521,32978.58893024007,33243.55663110252,31288.933816900982,33287.41416702181,33356.99177284237,32070.710350238933,32485.41304598251,32347.110346331083,33472.2978381517,33177.07400518418,33216.47874136082,32568.44040888668,34030.68115469508,31911.803815299132,33351.20917860778,34483.2194634037,32144.745288286606,34104.936175403316,34322.161009415795,31310.39603800309,34406.19881073078,33183.578080037885,33720.77697905493,33428.49004793117
2866.1758175194677,33972.75919080261,34256.01709239324,32733.838357489592,33163.326846021664,33721.967572515285,34859.16535848241,31988.21093494556,32806.05429669295,32760.02432598604,32864.99470179678,32975.4103322728,34456.25379594006,32571.26897089078,31811.361633213382,33250.024198337276,32486.564393939716,32873.04383398008,33109.48722552306,33137.245041988564,32942.18096109053,34952.993885950506,31525.681144785678,33870.59437960349,31948.2366468735,32946.853083566806
2829.677370329475,33328.84607141354,32687.389915728567,33945.71673101882,32754.964643853527,34166.895280830686,32900.1967097998,33210.4449373347,34208.26303887945,33410.581757740685,31048.999030626328,34230.26385026149,34093.27898024792,34472.575270983696,33377.344180890934,35124.40367270073,33010.050924450516,31908.29539294107,33772.617786262694,33851.86124261579,33218.19244687533,34772.45812604371,32455.263036827022,32084.22008808407,34055.79436873916,31039.55747037
3025.5849355985742,32131.044861820563,33537.83881616426,33976.67323135417,33317.3449025676,32883.559462916965,34257.863782516455,32456.038171654403,31628.27925953607,32390.871880455223,33519.63415214256,32920.58310278001,32988.91678131558,31369.605792293612,34304.84107885479,32842.147383535514,34211.40438212856,32977.95774043347,33958.77473450088,33117.14155342877,33604.11019882378,33725.049210560726,33107.58432741638,33402.55583064882,32734.68852482331,33398.626183847286
3044.7455774462187,33100.06709629681,33288.608358896476,30642.439713904514,32222.198730239277,32664.991498958334,34672.12439664713,31973.94409458062,33563.82824620971,31994.62128658049,32249.6971480582,32948.808858609504,33363.78127849593,32329.91494113181,33198.17264055301,33037.55661102237,32830.69403628501,34024.783541322686,31984.564186850395,33931.497879745715,34221.094753638994,33248.901023835955,33389.57729134589,32945.84087097838,32126.09458397122,32769.20721923886
3118.572303783302,33063.81958166497,34182.20933170384,32064.823117321066,34572.09405919736,33244.86261018513,31634.77882937481,32383.75050853997,33526.99889156762,33726.299548763694,32637.363303559017,32603.58838981452,33382.90796217362,31041.344623513276,31647.14160520092,31520.143786059645,31620.273283875576,32568.305077308094,32382.432413383307,32729.526248308728,32122.0870536838,33215.70984533495,32439.720789328996,32539.74668309551,32231.270918925216,32431.290559754714
2867.190382497698,33706.784308506794,33841.54703827409,32934.68622263429,34164.39944599589,31716.36730261335,32810.9888908001,33643.22003431097,31574.13900010106,33483.09962813122,33169.60180904482,30591.855197636647,34632.95320350782,32630.13535969606,31767.32001021558,32009.076891375542,30868.980860633394,33447.56615312034,32213.787382694736,33381.30682176556,33172.50022326635,32990.93894590394,32022.547439609974,32890.975021940096,33306.96303429778,32470.13022190495
