Distances (columns correspond to number of iterations)
1,2001,4001,6001,8001,10001
2930.7736589926126,31079.507441688485,30047.61409996065,29528.94138067157,27941.321678028093,30975.51875079106
2997.9089338846366,30336.135465573796,28623.83931455061,29433.037832331665,28971.981353973824,28249.508154587187
2975.050103939599,31206.180904069934,30100.263829060852,30822.299700942534,30169.321763954857,28989.619965684233
3077.6365142321138,32908.348944471116,30387.37148577048,28574.954734233997,29452.231120496326,27927.11975468728
3215.399084830117,31988.029844675144,30887.117809941323,29612.291090983315,28875.68356543376,29011.202621455177
2994.7681313625167,32712.992463653864,29933.719907647985,29773.856789980648,30009.619976684022,28764.908833061385
2830.3754521188885,32711.740951931166,29241.474587265096,30865.927452835633,29794.590293607915,30014.722922287332
2929.1548728506095,31365.191882628555,30292.279223858724,28755.908323518415,29092.97600617614,29298.025721043556
3248.2083499967134,32588.170799383144,30672.819568618004,28354.001482883115,28294.248247059906,28131.677918003337
2909.786627297091,33498.7382364561,30332.984600328702,28382.294196069244,28203.6393310518,28764.12119409854
3060.4172424372296,32540.976727586596,31235.800304411146,28890.906315434084,28616.04290652294,28054.408015861423
2984.56554336784,32255.578211953652,29528.543613971353,30373.77068163028,31082.61804106936,27372.864605801886
3047.231333128076,32948.93814264099,31873.638322710816,29258.500880618332,28307.630525141176,27817.93153579145
3111.045212115937,32044.100492856152,29846.31113282844,29100.064515107006,28917.218218383157,29531.434043391495
2862.79796343731,32885.07538225939,31550.78079958748,28605.42881507563,29778.50707882126,28479.30963816076
2982.5734552494737,32061.482795551852,31565.51649713114,28698.539029677566,28783.801042213432,27256.78491244553
2980.9914102402636,32595.153027236924,30261.15739646067,29680.475624550432,29179.32992084021,28567.90286718531
2893.027524274416,31009.96006724701,30246.047260609004,30021.365925759474,31105.986980642858,28185.48698262298
3325.4542981159334,31445.28645298361,29971.868227018687,29304.081039861805,28327.04779593588,28169.389335253898
3092.986776560128,30209.685779196137,30304.845866762094,30523.06719121693,29051.52544625864,29894.148755808186
3129.162093622142,33233.84236067182,30245.246063028917,29074.301630423095,31414.90946792082,26863.771350902858
2863.929431584198,30405.389638255114,31280.42782970388,31124.782076935135,27687.26596796123,28587.97617629753
3136.668356341021,31713.25740316093,30013.46210910098,29538.247355044048,28856.99541693281,28498.505887476505
3113.2922869432164,31928.360501900457,30698.336412608413,27755.590191387557,29062.80868532344,27278.251714937684
3096.1246234849796,30164.24488826258,31053.54778905662,29499.39212287162,29145.31496413755,28111.287853051646
2960.100618301,32609.936730913338,29639.911611376087,28975.023019616267,28870.014260147276,29160.36519822331
2935.891097295859,31363.550708966308,30541.334562695047,30024.199356148576,28973.986988687207,27147.454291848895
2927.585637053981,31812.929788841204,30347.28306959505,28562.579672493754,28812.982525382995,29362.900277934008
3189.293289497465,31964.71483639343,28803.23544012691,30259.72741603566,28244.19860959652,27824.36684677444
3146.901288196741,31164.919259958682,30247.73013081004,30526.299307588957,29045.552033798438,28427.607298883937
