Distances (columns correspond to number of iterations)
1,10001,20001,30001,40001,50001,60001,70001
3063.161212331798,29880.202812147043,7029.794092124316,7307.401088353628,7151.065010500273,7625.086206858378,7573.324971004505,7193.791739560509
3136.5694505058477,29250.080623090656,7599.772658235017,7138.438737918301,7214.340819316082,7347.601012030475,7436.905412210723,7385.049927610177
2923.920901911866,29332.207582206833,7349.6376230106525,7278.715707445162,7524.483561229255,7335.635914503617,7104.67481687952,7241.417835870641
3118.4923685833774,29507.447067265606,7283.0328736479005,7129.845581482123,6895.367478952962,7075.839126876739,7245.573175224256,6788.06810120429
2944.1568173220444,27968.642287326013,6962.211850710627,7276.1319473573985,7087.907947664824,7209.602479725267,7683.153167190989,7389.869451324358
2979.3474185144705,28650.29695607594,7294.369013309515,7128.700729268838,7122.434191591092,6639.891344255745,7314.921613860132,7381.807578378719
2910.906905209592,29214.567014373573,7431.898014259323,6909.749621935088,7439.233994445808,7214.292266938999,7552.914086296726,7459.365075899494
2903.814527364862,29704.585473020168,7331.847968701868,7393.074859556903,7187.622057270621,7026.209573027182,7094.88211569038,7104.723074681687
2932.2341185874,30760.92146924231,6943.789752595014,7097.589518082661,7252.946870928335,7485.975850691293,7350.768722718618,7285.541895353996
3189.834208572825,30353.29500071044,7408.24348307798,7122.799859082722,7344.742585792181,7132.186192732517,7268.186588021136,7170.453158088361
3305.63861177794,30111.475704695087,6936.162330303164,6841.932191202093,7625.027578848648,7213.5066503856515,7084.431409617004,7197.250316896126
2994.7552852488534,29258.4081405246,7308.350301302937,7044.357968097045,7216.861593656932,7221.582995400658,7177.294616098793,6712.798901715931
2954.822484898893,28588.457893846553,7456.156584531675,7527.453781317493,7090.491563603963,7300.535487102708,7584.394005825057,7355.518455692302
3130.7610079466963,31320.54603233976,7381.931628715358,7147.455887724929,7474.359851936797,6755.491851226219,7147.521781950961,7433.395042448146
3079.1368519816688,31694.153812740453,7203.133118377847,8015.47875099302,7315.8150421237715,6900.743518235759,7020.223528174183,7177.498461240483
2957.7169302386255,29917.676258114752,7554.747597210414,7676.08274055066,6627.957039656012,7121.895837471294,7400.838360091463,7580.061141187045
2850.621642239474,29878.89461674832,7335.736680234688,7085.349081350207,6835.572066515614,6932.2129593229265,7307.686313402003,7060.740347226523
2818.621642239474,30430.7292783523,7377.994438770763,6735.237245708209,6755.074796707135,7359.3758681326235,7188.120658922463,7157.882927252112
2961.8176017323676,28125.882939786978,7445.767904358097,7153.252174309204,6940.275777062503,7218.561472720129,7636.274642414719,7249.150668775419
3039.3079337404893,28061.136414788994,7450.775033374819,7224.70459543131,7683.574858432589,7247.691368275966,7271.37043864928,7567.176152096829
2888.382868275117,30548.15575714427,7534.78670584583,7522.937932098298,7355.437007521213,7175.668037534685,7360.350093034964,7487.737705971152
2818.621642239474,28651.68277266408,6775.2659737454405,6977.040661689249,6900.15584466228,7423.499068151858,7426.2446815438525,7040.876799192809
2901.6734868353137,29505.69610104247,7236.1244485418,6989.528820513752,7222.49866969089,7391.775549837981,7388.74686564117,7539.870593311795
3186.373280532532,30970.051682478104,7138.7411519592115,7331.409032106868,7386.158708309689,7013.2563047277545,7188.259717116253,6781.627210467873
3269.0049294427204,30580.92870975548,7405.915793101073,7373.0215638498385,7394.558734109216,7490.707351203902,7406.570945599238,7190.904695249398
3223.953343371435,29497.993331896658,7222.811399331966,7405.216782899328,7437.952241129318,7363.178880383813,7364.604292245547,7184.533838974242
3033.3769238691693,29847.943922667597,7064.36694804059,7223.967614505769,7115.810799691497,7344.545351337111,6865.845721280303,7256.221819842094
2984.56554336784,30095.572171453703,7653.927688678702,7526.974541520499,6715.330890877507,7274.701090447013,7303.280052349142,7291.8353552352755
3028.6754280209116,28378.035454392484,7182.8058547841365,7195.312498081014,7232.072806182347,7370.347105004068,7157.607496934272,7397.77069868891
2989.7478516467736,29762.316016680914,7080.75894786744,7367.292524295072,7405.5883001620705,7256.044321137363,7476.057081885837,7233.6399996295495
3029.4333441012386,29114.56356011422,7785.024420771681,7303.989352656608,7723.6691832031665,6980.029415046523,7437.49396786621,6954.446160606219
3336.6900408521283,28147.130996802007,7081.532055762413,7661.808072137311,7506.189923592567,7277.832625466456,7192.86569256406,7402.8931497372
2818.621642239474,29951.755776066053,7327.737421685999,7238.859969257003,7092.527965298693,7367.139767935709,7275.2576332517365,7222.940609891468
2973.7607492855277,30123.914622394062,7024.32949886946,7251.651913006283,7020.892671601052,7002.403989153915,6934.002469596052,7172.3830731306025
3125.509167586321,30185.42089869591,7225.25955842392,6960.315891112541,6860.9992188967235,7109.203743120236,7375.17562250994,7312.623216592087
3012.6141145139813,31618.985678672216,7155.002894480763,6848.179461934834,7233.046392959832,7221.862633170614,7278.627808939014,6877.215771796364
3211.5226487792947,29115.74114181893,7609.274451099801,7380.115141299768,6977.196852745248,7145.83465431353,7256.9851409781895,7110.483972927799
2909.952905159464,31077.192972796525,7183.102775959074,6960.567799830933,7236.264492080236,7447.444866447715,7092.476599252532,7892.501093076609
2938.3861442272914,31346.899063668825,6594.482732076331,7059.725576597101,7179.265968784982,6981.806246207419,7459.224880376243,7374.913352722934
3049.8157314572395,28787.132770716424,7397.650721147028,7252.55144029826,7507.526863433284,7191.819380226834,7203.293207575377,7290.42053536311
