Distances (columns correspond to number of iterations)
1,2001,4001,6001,8001,10001
2909.2831933005114,22399.310366956917,23530.1606212799,22463.118229236014,21806.3895899489,22269.339154042464
3094.6061267459013,23762.4361200913,23058.29486538958,22950.689671663444,23013.881866920336,23081.621624255713
2818.621642239474,22209.727857800237,23429.573343396303,22341.19103325498,21730.94027350896,22203.71428146983
2904.252518173879,21966.290687833138,22149.67153685115,21569.95310796378,23207.804790157046,22699.904457160428
2917.8162798624735,22970.9424217609,21978.408160170293,23150.927667637847,22362.113827833924,20375.92482701463
2944.6491431624213,22185.64150707544,22177.900841278642,22284.653479022963,23673.602587981502,22374.967982766928
3279.636733365039,23075.76823335228,22836.200844650324,21994.18813781363,22705.314799837462,22660.460327584555
3024.2246724990264,23487.46542229843,22451.396916468955,22731.26693205396,22936.60651749861,22515.63434517386
3032.2404854578094,21862.53592380924,21610.028590457863,22666.17622251737,23500.4145536097,21782.625143299407
3025.975974815568,22342.771882355184,23471.841601660482,22881.92079564534,23269.681361265702,22411.95865361689
