Distances (columns correspond to number of iterations)
1,3501,7001,10501,14001,17501,21001,24501,28001
3605.2681112832543,33403.82048923827,32132.157423145512,16151.297643559961,6744.622639256381,4858.546742422786,4492.287624828454,4488.872290815767,4424.128702130385
3339.872819484577,34891.95332643195,34296.19975047685,16253.120205509395,6973.895654331742,4906.855382188484,4454.283315897181,4352.016415095616,4566.246501063921
3609.4669103325477,34100.217517074096,31090.54154642609,16934.976511437402,6817.726246100794,5147.047696248397,4613.128237493945,4377.025943257899,4403.535221123939
3258.788114494943,35082.6522403939,32198.840234358897,16241.327415958496,6619.067150908793,4827.276682549798,4554.385239915726,4449.863991784792,4274.698836493002
3818.9055568052186,34611.83786598938,33863.87678845981,16282.342460679125,6506.848715147323,5023.713709847773,4255.169739488639,4242.149726715399,4297.8867726765
3815.5514373358587,35135.724128836744,32246.00747840311,15744.769108201635,6430.279622783503,4859.901156414315,4138.37260878884,4319.531489285725,4354.242630616057
3410.586419595914,33750.9319480077,34868.43679689464,15706.745661043507,6519.148118638556,5011.065507739573,4291.662256051892,4548.164507068108,4328.859954379924
3555.608011840647,34165.3207200223,33623.74918692738,15608.801363430373,6564.214709302607,4872.525864887211,4241.597875125077,4178.41242767651,4438.302874533392
3680.846487484473,33803.4941500916,32384.002991152774,15653.182866727137,6427.698268526756,5146.982440122459,4423.769767885608,4265.259711940772,4463.975324626528
3770.760801123504,34271.907962165715,34010.266463782544,14880.594548690047,6490.796662934907,5088.536576318719,4626.551557996431,4073.8099753049787,4196.6714329912775
3342.7934498440336,34129.73092292066,31865.663865824725,15203.094713916194,6434.648766969384,4674.11091006719,4272.751773270421,4286.409842382147,4309.729341171493
3297.077394955582,34231.57229296708,33356.32997059667,16565.800419668252,6480.521050883158,5108.6309985596245,4233.695851116533,4174.524886044221,4263.80514813305
3729.4614890274734,33749.554130597186,33227.69554568908,15093.791418733674,6690.073605603551,5046.4127553634125,4290.685067382569,4295.43977110229,4202.298412716413
3620.483117104902,34544.546028302364,33486.136044982806,16151.424511142737,6703.354649749579,4943.245258409389,4412.90478225574,4264.118061973944,4285.672746697736
3754.828710856972,34779.29434986377,33850.881566312026,16858.78746738734,6554.561797735427,4773.0892289591575,4344.391190159183,4466.902203899524,4324.924535963657
3621.9246029605515,34135.725249860516,32896.62729406617,16393.151109220293,6291.751582226929,5063.661609744163,4274.064845372935,4511.29280752445,4271.019069998845
3656.177149992094,33626.02164314545,34071.84640645166,15432.004606445584,6320.210784006049,4881.9329704859565,4401.420882918779,4411.2424013970585,4497.232999984268
3568.8726488518696,34015.189862051106,32748.739694166652,16349.82913371551,6808.801534252864,5062.63750612424,4148.748758144851,4453.3050600102215,4387.566067669853
3215.5079045956354,33720.92979819429,33239.202765637565,15359.181393691933,6716.849583332608,4513.049090418293,4302.998578338659,4311.480012180362,4330.333651151503
3382.7762558649792,32143.971455842395,31915.75937198801,17043.244106663566,6636.945218242672,5204.687333587615,4384.297790526859,4194.1052551486,4464.568584923529
