Distances (columns correspond to number of iterations)
1,5001,10001,15001,20001,25001,30001
4159.261718194317,25641.781764706677,22437.600470547124,19227.98370824633,17419.85445984129,17589.323780387007,16138.750308728324
4082.0751317238514,25595.712049877464,21518.858805844564,20759.8437504173,18407.002770575495,17642.72189125307,16184.829621949253
4434.41525133494,25334.643093539107,21041.110303461955,20997.47219080766,18379.705054471993,18306.03927414856,17378.754477147322
3666.859665172239,26027.774880881083,22963.539070986255,21102.591981552327,18571.578456079023,17584.749267674048,15454.214500030954
3679.7037693277666,25281.4392655816,19758.402125484317,20826.894183109984,18355.800128750965,15800.685445136645,16106.297827014747
3523.4278120379836,24485.86127712236,21214.944912171628,19591.063928424166,18469.12638567404,17056.446029906765,15956.17387807926
4311.28395950937,24893.594906703474,21637.611983445066,19421.98355821892,18484.87541274711,17015.30625374757,16746.1016302681
3703.7511109025777,26662.726989639214,21827.58209402651,19772.37650892537,17475.394864831946,18101.750899788,16502.752388422476
3754.112280434873,25822.831730312697,22347.053903553264,19081.765328887217,18829.76929395579,17511.822941125203,16437.967049830142
3613.594837550672,24333.856463745906,21444.305016984938,20176.803818650493,17971.64080911811,16782.956634172773,16236.190128512459
3672.0502786610637,24918.628144736987,21785.417993644933,19587.235426175255,18650.93476732729,16573.22405145957,15189.44978045893
4291.68406770763,24756.76950950761,22689.520980267513,19164.310562674786,20184.523980924507,17518.22234156751,16477.70032216675
4123.167552552731,25666.933531208437,22646.192744913693,20286.961706593374,17507.99658467998,17589.422785833096,15796.617937784253
3658.5891936530447,24730.693619832182,21441.95664660274,20303.54208663256,19533.863736938565,17539.142368188725,16738.76950134906
3528.5184532118874,25727.878798503378,22300.366153868472,18987.862241715287,18419.802665488394,16616.649695730808,15487.454598489638
4308.149468633923,25131.002742208733,21718.95371185844,19649.79680429783,16754.082159703612,16455.23786535786,16339.707263703933
3866.3372095985205,24696.703284268537,22052.586802937563,19256.05070541944,18722.77256960738,17447.96110455271,16393.961872723776
4131.148219205146,24941.996996674017,21815.553270393215,19762.38597064379,18683.109563608177,17170.19682985957,16711.586852901626
4293.597125005518,25540.109868890217,23029.536466473834,18459.8522550109,17775.337000366453,16769.29158846157,16190.363320519411
4097.207399864989,25023.075030075473,22155.26134599175,20451.726081780387,19106.065983951532,16359.522870337893,16875.338970414094
4393.399782878142,25057.77702113097,22115.456345061517,19421.124665388314,18665.243658468244,16682.573736933882,16130.70700062749
3878.18626510216,26838.66711019695,21244.457688146576,20520.827920437692,19055.946153775716,17346.62581064503,16992.053985918967
3850.0644293774344,25928.013523029236,22328.529000527607,20600.61711296553,18627.818749604197,15963.218009340362,15861.383819003482
3957.0822682099674,23501.590218596415,22297.780397976185,19633.714992652942,19283.44001774477,16345.423018655796,15529.869238985126
3978.474872459165,24743.304515023,21570.6410215334,20201.409129747484,18778.17065246499,17453.095116310647,15329.74742869738
3785.4630076618614,25214.60957699311,23254.497732743028,20749.897521719507,18537.645132779948,17325.02911189956,15327.71137776753
4089.5341030618615,26038.38721478862,21498.149389040856,19881.210814168902,17478.959307662317,18436.28235785419,16297.308249960879
3766.7933644802683,24851.084930821824,23259.045444775016,19695.139641454498,18344.462291841184,16433.564376266135,16727.876658854442
4122.591424673737,25033.466088211477,21527.89281608156,20435.0396087144,18492.454355689966,17062.20810323296,16379.660855448554
4554.855504816005,25096.395468451523,22449.770007870484,19137.729929423393,18121.121933769256,16472.357331761636,15174.06331570576
