Distances (columns correspond to number of iterations)
1,5001,10001,15001,20001
3537.166576621704,11295.598599410583,6801.10360240627,5235.703760452992,4677.301202933573
3106.5174252752554,11196.223933020643,7482.479143464214,5455.457718734529,4556.625263292627
3610.230986921491,11994.38230174151,6990.290596412863,5227.855565384314,4495.475609680252
3358.668303367979,10793.495253400513,7005.098264488841,5362.007779687828,4703.861954470727
3987.192267347928,11434.487247090732,7082.670611389478,5374.81541826967,4438.151464170847
3858.874757890305,10979.152708949801,7561.9459226904,5403.175450076764,4517.493923800236
3310.373096723453,11769.543097315836,7009.687806004556,5244.09952336626,4762.961771737436
3472.858668731505,10825.251272983842,6590.77289408107,5406.250850240333,4474.9453013434695
3404.4799159179047,12465.282333671828,6931.015075542921,5481.772550602449,4821.347968332483
3373.208819802085,10898.6887478381,7016.24521442454,5486.236076970791,4718.4440295077
3334.719985947274,11544.11801107904,6924.658070266063,5627.649634212348,4568.077274936791
3462.95035309171,11186.554145979982,7322.1048238282365,5582.638197798365,4777.007086721366
3628.9754909895332,12167.481758895603,6493.148871731933,5387.798047292275,4825.016337456628
3740.664138009625,11692.648457672574,7098.717755466559,5609.083490883985,4567.808499561039
3204.377397489263,12205.004657506372,7155.249174948501,5287.183419644457,4455.380169510728
3293.9778551957825,10929.47739289383,7027.220565429456,5358.309187847168,4644.078675760968
3700.001110776698,10930.981802048454,7077.304273114196,5414.611699313875,4576.452895032192
3278.7196383225573,11124.407180107424,7164.0612447412295,5062.887983815247,4423.706355086479
3706.6647334677646,11576.880094446691,6895.45261060561,5541.869583423622,4624.343406909461
3495.294769985708,11995.673013783711,7165.690025982949,5469.127211435512,4568.392943958691
