Distances (columns correspond to number of iterations)
1,5001,10001,15001,20001
3628.4103911899742,35374.95641717681,34785.11547313246,32483.920251234445,33349.94214321497
3678.027106539507,35089.69352780967,32257.412552583603,33490.56486009939,32808.46285626904
2996.972562889284,33533.78400460028,33307.66052791622,33184.03309724158,34618.948153452635
3449.3006739928455,33795.03053548057,33451.72785207349,33224.06966629652,33364.83820710696
4102.359032762775,31926.409700158405,33613.19030736246,33474.200636089605,33935.826869945275
3583.0082122356807,34392.35384687259,35665.95186395185,32840.62366751782,33000.44918667981
3823.7237994186994,32860.75145509259,35072.19938206176,32573.1135646327,31811.513978107883
3375.240975729126,33729.8155735458,33370.16508902514,33703.425355273626,34105.6698130223
3569.0589142126573,36136.81928388756,34200.75899467877,33762.012777973425,32538.06222346521
3657.528059871808,32190.739221228963,32183.606000710133,32560.45236429832,33374.358883872635
3694.53797047849,32910.1921549101,34695.57382868867,32520.24276699514,33202.84454692027
3911.7676253816603,34182.16634841906,33942.115068966465,33278.28330749229,34834.764660014385
3123.0810665396325,33786.84501955612,34020.22245400768,34227.68167535754,32673.503165698752
3911.29206100196,34116.40851942579,34276.226360987246,34604.68446673156,30352.233551331286
3333.2566369352576,33204.75727699053,34511.63086443886,33152.220462467194,33422.09308383103
3434.7054086852104,33764.79226673732,32665.002834055784,32607.487514974346,33153.97002332384
3089.652239818144,33225.71926863178,33502.0489104975,33844.754434607574,32392.595905320068
3601.786143054302,33915.425259488286,33745.55748917891,32307.764974865368,33764.81290971113
3477.4608598931272,34142.386535624086,33577.98442876174,35065.822320920764,32463.770655021824
3204.457899839807,33505.40764713203,35125.680811130514,34097.778708351005,33662.035151971395
