Distances (columns correspond to number of iterations)
1,2001,4001,6001,8001,10001
2895.0815092010907,34030.369801288456,34013.14167982697,35030.0320035667,33986.145034266985,33476.22305078012
3013.5550133267566,34152.698424101596,35227.66505910986,34753.38211901971,33546.37192586362,33808.4354450725
3067.6616814807253,34007.133316431915,32679.5940668614,35141.672821074106,31873.014649423054,33781.70284431245
2979.237190665643,34873.33762633613,35045.23306765782,34906.99091814615,34741.25813216901,35224.758440036065
3155.6697983816784,34211.428444144076,34288.24122602622,32735.852721288004,33650.26988489848,32911.71253984351
2978.087085678127,33069.66551928696,34056.40691251316,34164.15948629749,33273.74077473619,33161.103447022826
2927.712590999583,33945.26604135562,33061.083458619905,35444.6705042623,34600.74603890884,33195.61031071124
3094.1765869843603,32703.92368141839,33804.77944561882,33696.49489583038,32980.08171848798,34783.15175589106
2927.3884995968665,35032.841812584236,32724.994593832063,33890.79818950968,34593.20264261983,33404.95861525825
2884.9866833673705,33314.372669258715,34593.46475648702,35284.9952191188,33845.21353831009,33927.407375814546
