Distances (columns correspond to number of iterations)
1,10001,20001,30001,40001,50001,60001,70001
3055.807932315094,32966.520921870775,32401.627061600517,35125.74694689858,35259.08360122225,34298.16973742279,34050.031975518345,34789.806536092474
3265.0737812789102,35029.37687177961,35536.62893508162,32962.08217115623,34937.07976867606,32468.90298537768,33325.027847372075,34330.137014959204
3065.659102088596,34113.05545060003,33977.45078763462,34647.893057394605,33903.43181192922,33983.21968027399,35156.45001549276,32174.149171727073
3031.1197022652996,33557.17662705315,33547.317793555405,34748.033937959015,33271.57127263402,34052.019606407994,34848.788213606946,33003.010709446244
3067.6488382570624,34100.784291219075,35267.84831033403,33994.80312333008,33756.05988363553,35067.37270608911,35248.76770003392,35941.8994712867
3043.010596868565,35008.256822464944,34631.271341300504,32864.213772644325,34359.17726009615,33253.732570246364,33934.122521255245,34693.522187125185
3054.3229229152194,34423.538198364455,33910.94256975782,33920.91349722803,34071.47485839291,34991.838768348905,35171.52881065098,33299.833729978935
3142.2307391023905,34893.90143481985,35146.770262876715,33709.30636470023,34271.801507726384,34505.92013736822,36248.63253370162,33776.00458696648
2993.5003650650006,33318.47246890646,34635.7609295171,34614.58993397258,32958.86387955038,34896.49265890634,34483.66111732817,31937.67295119951
2888.995172442165,34072.18809676006,33938.048663051086,35629.36180992155,35111.64946440404,34147.9087826715,33059.87060879053,33764.73818108999
2844.5101860594727,32482.613040759134,32753.75850894315,32880.327622546254,34030.17869505954,32543.24602459954,34390.28087227193,36038.62404373706
3005.5761772542974,33671.98060805446,34757.59844766343,34530.012382987145,33797.593190854466,34183.58249010669,35287.85577063223,34583.78168619739
2954.496124273299,35272.673446677516,33770.42111223558,33788.93046496878,35266.65345063494,32578.38637033265,33317.26066011956,34245.660134366466
3052.4069479088257,33698.56761996029,34864.29396939606,34190.55488959471,34960.67025751847,32462.553290606593,34162.198533827075,34918.21282261559
3082.080084434381,34491.71021937753,33472.2069549881,34736.824393548784,33522.245821239194,34412.77389463278,34202.47937435768,34856.10275110284
3188.621630943677,34529.007092106505,34352.54961584177,34600.67744373044,34959.246220749366,35192.12219671795,33043.6451953997,34885.069050588805
2865.112317018376,34548.63810677675,33388.634768411815,34819.62376198358,33649.05284383417,34664.90200982941,35007.32437481554,33381.55809712512
2979.3474185144696,35931.52609844853,33139.57746333419,35373.195179036135,35560.503875140705,33186.88097438916,32757.243898134617,34832.75063221929
2988.6025522144264,35231.2531733418,34515.45695911533,32252.383271846167,34799.635255511224,31949.783185670418,34375.67483857609,34282.14382063487
2949.699852726276,33458.8291566564,34324.782945605206,33881.19484844357,32676.880797739857,34949.5543191331,34200.97617257828,33037.30343501856
2991.6779467415686,33165.97943894574,34152.50339123319,34022.21625597971,33109.63221985493,35061.76089262086,32553.375523349197,33947.989784608086
3044.7455774462187,34207.95592551051,32302.814444037478,33659.12483290477,34087.322040144856,34385.421280463415,34130.44225309475,33860.67092562092
3189.6739743641624,34978.29565782655,35487.185182206325,35381.86487483366,33758.489942468485,34565.5732391183,32710.236926830697,32376.7432954254
3051.7802262778323,33498.94677613018,34121.93671953423,33409.89405614032,33265.380976830085,33110.933784151865,32979.466821256414,33869.75659747986
2881.8768728139585,34950.49517901016,35240.59468732049,34446.318018946564,32826.696012433524,33678.340151316464,34515.247594225344,32690.90411499532
3075.5595843884635,35277.15923297674,32705.26797275199,34649.672409023864,33757.09464252967,33692.67124059592,34780.173970924014,33273.31475114374
2857.3829207283748,33991.60492539027,35562.76849631101,33476.4768345601,34487.657265722766,32681.719108827172,35202.92636915076,33725.808638967734
3092.5286880229482,33799.96099677702,35145.36736842707,32360.061840621933,33433.77018768116,32756.34303116868,33062.93247737131,33174.258286952485
3177.9316016736143,32855.713179563834,32377.960319920556,34814.327358480936,34365.68056824374,34733.77102701337,32758.443584222437,32100.89532710113
2886.503893233383,32875.560906935054,33697.330730637856,35293.47567712275,36911.106743830926,33971.637485373765,33708.937230710246,33820.37807959477
2874.3222913145237,34311.211764369276,33495.809893797436,31235.215340683622,33438.28921623962,34946.93072857465,34751.6969600475,34425.3605321413
3269.180447974653,32814.48308837206,34978.579993020416,34771.81467943712,33735.94141661311,34567.11509126173,34397.33058131761,34784.73116073597
3106.6482636286555,34393.71026906943,34739.42641508867,32082.45653001176,32866.65823946246,36392.410537523945,34864.28736351884,33007.567524358295
3053.806807878477,33610.450346131656,32884.646501256386,33088.73348494098,33235.36960509335,33443.01323718761,33013.7907951248,34252.25467601104
2943.8152552261067,34409.71593899818,33238.18651513015,32781.60850385103,35656.095800082156,33423.18401035182,35339.8208069965,33634.22498599264
3005.045702000521,34469.7779505901,33895.63790988748,32647.554795730794,33226.00719189552,32345.024757948802,32859.47886006401,34329.80283111948
2888.4088407959794,32046.19697510516,35046.6023520061,35042.497512684335,35011.908345171025,34855.54869853223,34116.502893617326,33531.31489132601
2882.5651081946403,32517.8172441879,33210.0424881498,32922.32512471378,33677.73797712516,33653.27777593415,33161.090000318,34281.63868097635
2903.24228627335,34902.11269770968,34232.36617510497,32951.21322543187,33325.97383493806,34540.06809417523,34366.91485391254,32194.82677920186
3113.1951336347433,35208.69727941184,34849.85817372178,35358.69972646002,35614.99073808666,33412.559882777845,33032.89916429211,33775.08142077941
