Distances (columns correspond to number of iterations)
1,5001,10001,15001,20001,25001,30001
3549.8060648890487,34255.10730755927,18273.104394296843,4870.238441915526,3680.466931284459,3760.7468267284567,3691.5571980530526
3879.410509655261,33973.296105668414,18214.675780329097,4867.459418807109,3860.023501446405,3875.7655501889753,3746.4729060344653
3853.4043640959408,33716.32735814339,19512.934942546963,5150.893521750085,3752.365702463074,3768.402520484766,3541.081556146852
4021.2346138272414,33738.39124859992,19648.90192373842,4831.266996882579,3833.4867411219752,3584.298668230952,3773.706626576908
3692.5648331028124,34015.34064766177,19086.877641227977,4867.163368522591,3779.993687267262,3766.550511726443,3682.7919629121684
3537.9934131407554,32954.58748354767,18615.018288358177,4971.805047478265,3840.3095608420003,3876.4483839373174,3737.5543290928476
3634.094360409396,33911.57120781094,18931.403104510682,4854.15268870311,3910.3478435224256,3724.9553722555625,3761.5052490459393
3659.5812335813434,33014.826916921666,19331.239981756127,5135.373589608089,3797.743406592925,3775.8753535827013,3732.3826747382413
4284.4633524039855,34058.46186933117,19013.45849483748,4652.698428295582,3758.223607594628,3820.998934600517,3685.0548451192008
3635.284977339279,34529.85951545549,19166.44856941538,5427.465463185085,3942.127305058308,3659.0660813005034,3570.6107428640075
3790.810488051738,33626.62775879419,18599.55181310795,5082.587602590372,3867.36583763387,3796.6532737537245,3668.4266341284
3699.3583340018986,34856.945664692765,20149.443618839578,5230.053482654039,3792.2886158228375,3724.248304059546,3736.7336593932732
4087.8511800268266,33101.71068020257,18945.68938939545,4877.431275107463,3674.202216060966,3795.759187959472,3836.4275732730775
3986.6728358588052,35414.7914311152,17792.80059973429,5131.253105023906,3710.6626341764354,3620.5311701137243,3564.856955312753
3725.2727280864206,32323.23982084773,18189.23376418924,4904.661690929083,3871.4404551575567,3453.9805979589796,3778.1826953900886
4191.832708324404,34211.0283898588,18698.469851144095,4960.412519690723,3672.3347750543676,3869.6391370561573,3675.884249650531
4182.63950869215,33966.920451632985,18430.12597917644,4930.335188144207,3832.56944367639,3777.1423637608664,3851.306389840406
3709.0200234275544,32849.21392690764,18488.139912618437,4908.788206520713,3782.6322949573205,3648.2713547609133,3902.268857099514
3830.3063568675902,34139.78657032652,18618.832358593787,5338.78161843434,3897.783948065839,3649.185853515029,3711.96490666844
3563.644382159826,32051.06708856632,19310.48842377481,4950.008265412386,3836.9249736884753,3870.997888368482,3646.3926062052715
3898.4759228781963,32270.280944859864,18068.060717047018,5140.945152223768,3800.242268918246,3701.7958752742593,3842.292553667117
3891.494377876648,33711.17935391396,19052.522205470985,4790.444689887541,3783.4675210715213,3711.8898799511658,3666.4943121546153
3654.626376140108,32544.87192921493,18996.428561228247,4978.573493829142,3883.800238367009,3799.71120854657,3742.810465409784
4308.7166365533985,32837.81237314142,19012.78734600538,4810.567008255946,3781.716392646057,3630.3613444389425,3695.788389578326
3449.780889968554,34069.012339349785,18520.843738914686,4797.876700075618,3830.7127560922813,3711.5612677198733,3884.880638113761
3581.267440710529,33588.4470751026,18828.136960087,4949.475677446205,3655.559456434017,3769.4128017029225,3857.947842972433
4199.7003630069175,33039.60951863405,19015.937991469047,4855.040310361665,3863.270599643913,3722.4359763563607,3655.85666600104
3498.502882948956,35127.702383503165,19157.60286969387,4902.657352720805,4035.2138872003184,3748.62553020983,3733.1869493949303
4290.240626813367,33667.01764670923,19077.96754944596,4762.352422570481,3829.281501790603,3818.8972334240348,3726.9710814200075
3693.236771293598,32772.289635579036,17466.257670771236,4937.001879620434,3922.2627638643885,3769.536654226487,3580.5651556911625
