Distances (columns correspond to number of iterations)
1,2001,4001,6001,8001,10001
3278.445720884831,9614.105400575785,7709.024287031725,6633.521089981681,6068.399709491949,6065.839311006668
3153.9057240916836,10011.671834772695,7922.032055927236,6349.146106368041,6359.367760338096,5830.76184543246
3127.848625080374,9484.40921239404,7206.919417833631,6847.377553991968,6500.384507758694,5561.779553572508
2903.2548727553867,9541.194887610432,8027.305043252145,6156.898252030373,6034.730444923902,5667.2311634584175
3053.736775685578,9147.255831246663,7976.440616552261,7149.182900756325,6449.014635901815,5793.626978971582
2978.3126493548484,8509.381154761002,6761.09131050547,6292.008925523434,6374.471099454053,5604.802309012837
2990.934886738903,10229.611398809557,8296.46762097945,6994.9947073319145,6249.115856700097,5488.619142014941
3209.7669032995054,8643.720753368661,8102.838187294075,6906.455064021415,6318.460121064229,5960.888122491609
3138.9526238674703,10212.407551813478,7830.796036854208,6806.59960581849,6165.227689007466,6314.7224016253
3092.2549819805695,9861.025446425489,8182.5676201327415,6593.700517820522,6296.396443742871,5999.878005104458
