Distances (columns correspond to number of iterations)
1,3501,7001,10501,14001,17501,21001,24501,28001
3705.956354370104,11239.68418398133,10456.029793233416,10300.446790062722,10404.637451773604,10226.04259065732,9668.025662195285,9888.283401585213,10073.652451316653
3532.8753100035806,11345.340245590214,10621.538539149713,10253.21657030492,9938.023102574505,10584.029789624366,10307.379874433136,9686.957321999076,9672.384562604117
3432.4672791840226,11272.576339144558,10584.191409696488,9980.125817889095,9730.9150315453,8994.020326341935,10402.57482985608,9667.978488217623,9012.68723989337
3594.6827212706553,10942.793460863677,10752.94638339464,11383.041068983566,9965.742024280042,9960.513889733944,9969.37395264193,9361.879339751396,8763.310367060178
3152.5727860124666,10997.39489596313,11467.210703381656,10410.773616809262,10374.729128991456,10186.440273169559,9119.611971263119,10387.612069423538,10180.579503830832
3532.0535158950433,11128.321420062493,10901.914774544946,11271.797882496929,9951.853922242546,10293.724219359594,9816.477101682827,9399.02603537519,9588.539184378034
3427.193823872494,11623.357762229509,10978.409214953137,10603.680682402332,10319.960752229264,9693.17069329599,10325.261397726857,9611.78375937213,9394.916493219067
3707.0526825547736,11424.205907414487,10211.596615399836,10540.746256495748,10318.037963829309,10409.445795385427,9722.276082002552,10057.587232434558,9451.96821443626
3435.4560934503897,11766.951995268164,10842.391236114738,9768.171301417042,10094.492098745022,10298.128803367348,9629.009828035127,9656.122028519216,9320.770957923856
3808.4886416769386,11168.19548683041,10146.174038577143,9368.305415027598,9596.861683397457,9697.17631117865,9489.903238669256,9351.371807014555,10114.567192204428
3627.4888426006805,11427.723530204486,11050.828861993281,10322.551770577213,11357.519817344948,10103.804002027753,10084.755639172245,9611.813790799837,9272.571374772731
3801.8371197964757,12346.480416436549,11170.657839741449,10507.793615472187,10521.810012360573,10878.066725721768,10383.432378705767,9152.987652933873,9654.45802190664
3634.1027428088933,11094.885826116359,11214.342644718092,11035.403164146077,10095.991409928403,9664.655546762611,9848.565364050943,9571.565642906173,9916.227563253025
3640.957587425199,11515.189799635245,10586.410795988577,9785.729732659742,10520.164885077536,10253.305084796697,9486.309225658186,9340.202077851272,9397.13386824569
3776.3877824733245,12342.804188961465,11005.193605253176,11143.355666805432,9954.815934321166,10282.483282161033,9653.032887515566,9541.298084525139,9659.107911311177
3498.498709257967,11533.783425709484,11200.456760551164,11211.795749266874,10021.212386952677,10042.782708354003,10053.012170294693,10103.275713494635,9420.151758619946
3633.8700748805245,12488.501661437971,10897.150816188041,10711.471283971636,10780.910875320113,9925.264697102088,9076.150328881342,9320.249869663354,9138.51989204276
3842.5937997488513,11686.848335270692,10894.779544471303,10338.878409256944,9819.920097244518,10697.99352308949,10200.074820083628,9939.371928729195,9298.612009076041
3269.5389678906454,11529.603356725793,10216.455556530618,10801.937249890403,10549.767674456098,9557.23710818408,9709.57291591791,9623.715458353174,10457.503986676067
3479.2911241768757,11086.186047239886,10315.09760960735,10869.244066361021,10175.497553131101,10146.605779621472,9683.18361693142,9632.271811488512,9836.90744461472
