Distances (columns correspond to number of iterations)
1,2001,4001,6001,8001,10001
2946.572136161993,26161.187426167544,23057.22948234922,19617.09765802881,19300.778536894988,17886.297045823754
3130.719421205375,26240.423787548465,23556.376071160645,21967.80551894027,19973.88506811088,17497.209337716118
2943.9026970623127,25733.583997581223,23197.0026531305,19966.19763465739,19681.629393519393,18564.599432130068
2921.7133927890636,26651.46563045916,23483.033939304223,21307.883674602068,19875.40514399919,17334.03889394081
3118.20375741242,27077.624906029912,23413.195908795245,21290.725621874866,19998.08080180089,17645.4607260245
3073.2990412870136,27027.038022624605,23775.197600593296,20122.50199787106,19746.963518470635,17512.310009330657
2972.4633663084333,25549.65452331683,23054.198607443243,21818.994686699796,19200.624738793704,19147.20646445847
3069.2740030847785,26689.882847479566,24587.299883523945,20653.5831550087,19681.359350657716,18842.431216660894
2966.1160678957103,28191.543686913636,22875.84085022874,20980.950247789242,20613.448405524858,18239.84853843309
3172.1653549179637,24767.830889938323,22898.074375472595,21241.93661855951,18849.35324287585,19052.012825806807
