Distances (columns correspond to number of iterations)
1,5001,10001,15001,20001
3322.5500054041513,34643.00173908498,19277.78193622985,5824.549905102178,4229.352703864385
3598.7411275076197,34708.02404237712,20255.419247588172,5753.014296390697,4665.945897034598
3532.7988417892593,33585.857112227,18459.71249547017,5833.916962789319,4479.5294292762055
3433.1712943226994,32873.301087477215,18889.5278406321,5922.904916294903,4677.704830363302
3155.803210438024,32995.32537337069,20814.761930577646,5980.8024785610705,4438.172954882958
3791.130196218717,34872.620136723905,20277.491261260875,5603.236548228212,4570.870459210805
3400.1621784315093,33188.51931918557,20989.43173930464,5953.226804640237,4450.97749029215
3667.879223895855,33866.59007128407,20426.34020533511,5626.776696028133,4416.867893484902
3778.6610410350295,34001.15779009053,18410.763112088225,5819.110870238878,4374.853998860867
3466.610485506411,34486.917036556995,19854.855850093725,5800.755866957145,4223.187044070455
3196.043639441045,33399.158414380756,19043.89058475571,5986.582862312657,4487.489477382317
3146.2200204854907,34572.69635694308,19945.699817339708,5987.504045712719,4410.756377931217
3849.934821006828,33600.228335965185,20016.90352451856,6210.974167220702,4375.5634358971765
3647.114551604671,32990.36708312862,19335.415130212157,5701.697440919011,4449.720480688675
3425.3922222931615,34970.96326639162,19445.28551188665,5830.5395730429655,4393.8420889110685
3451.5121275322504,33733.19093226877,19652.15212517452,5893.737127657269,4625.744956699689
3535.39801922216,34480.31165491183,19383.908161833755,5900.682504527963,4352.127322334741
4167.132996056875,32576.71100738008,20857.33618259904,5955.679116741251,4403.06729345738
3501.775800279325,34518.619656208866,21286.939699433366,5960.912936450222,4380.66752154545
3981.8287328601486,32731.75676601175,19577.169843328084,5967.49464757235,4401.418491257994
